source_idx,target_idx,ratio
9,24,0.0015052655439636337
9,25,0.00007540115920535927
9,26,0.0035486199603861094
9,27,0.00008927893691038826
9,28,0.0032720424682697743
9,29,0.00003465154444036654
9,30,0.0000780825779666944
9,31,0.0008443845193985976
9,32,0.00009236165337965339
9,33,0.00030499839948587874
9,34,0.006172954347610075
9,35,2.548357363109634e-6
9,36,0.00010885784916372145
9,37,0.0006965265048232347
9,38,3.5507022655926717e-6
9,39,0.005638001479135502
9,40,0.001773228760774694
9,41,0.00005361232151965166
9,42,0.003385465101345387
9,43,0.00005949692700569167
9,44,0.00008211619552648924
9,45,0.0003576173248080986
9,46,0.00022724836259382952
9,47,0.0064132850874318095
9,48,0.006725869920256328
9,49,0.0005070714016366616
9,50,0.0005954780421621963
9,51,1.1834325167629471e-6
10,1,0.00008589821189046151
10,2,0.00007292429433632935
10,3,0.00006181042517754274
10,4,0.000022006994086556428
10,5,0.0021764418436591585
10,6,0.03132272604769876
10,7,2.4476639733312394e-6
10,8,0.00006641952762129891
10,9,0.0001512011725264274
10,10,0.946626444930823
10,11,0.00023204494439950786
10,12,0.000011741088848807463
10,13,0.00021424994501506987
10,14,0.00018763932071569431
10,15,0.00004591656229531607
10,16,0.000038830765229359804
10,17,0.000010045810254470641
10,18,0.00004458180169508075
10,19,0.00016333445338399601
10,20,0.00006654260644254211
10,21,0.00021512772795722956
10,22,0.00002311243111066214
10,23,0.00007388156375159079
10,24,0.00011894139728140261
10,25,0.00001996840256318265
10,26,0.000026134632957536408
10,27,0.000018524661092592545
10,28,0.003770630617401923
10,29,0.0000907286150632956
10,30,0.000042822386699169204
10,31,0.000038422527526494464
10,32,0.000031951939067400744
10,33,0.00006733997541483204
10,34,0.00008967752934985199
10,35,7.825475739215751e-6
10,36,0.00003885947125435961
10,37,0.006652546027352246
10,38,5.818929229210135e-6
10,39,0.000040413074717235126
10,40,0.00006239525826522147
10,41,0.0009206506834513432
10,42,0.00002263546589721544
10,43,0.00001203042146588994
10,44,7.504329982957347e-6
10,45,0.005287029819757001
10,46,0.00007333322766177143
10,47,0.0003246947298952251
10,48,0.000057726332279866385
10,49,0.0001862534550434888
10,50,0.00006818868133328473
10,51,1.5817993646524374e-6
11,1,7.987605635583459e-6
11,2,0.000011327914295787045
11,3,0.00003141500559064385
11,4,0.00008581853869788252
11,5,3.190475902366697e-6
11,6,0.0001429076614734574
11,7,5.9600860208651895e-6
11,8,0.00002937127150308728
11,9,4.518015982330834e-6
11,10,0.00005586663211872162
11,11,0.9825766006377719
11,12,7.162544539594558e-6
11,13,0.00005114728731570056
11,14,0.00033297522854574277
11,15,0.00001758624481246973
11,16,0.000014165712158138012
11,17,4.793598392827514e-6
11,18,0.0003453818877957507
11,19,0.000020787590456274812
11,20,4.596479608577216e-6
11,21,0.00037864828077130896
11,22,2.0438507384403096e-6
11,23,0.0001856778564574293
11,24,8.605696249959855e-6
11,25,1.695828129147956e-6
11,26,2.2932927463559286e-6
11,27,6.799049781269421e-7
11,28,0.00034885409679157324
11,29,0.0059240465712677715
11,30,0.00007546405481756167
11,31,0.000010647160947596618
11,32,1.3402338170390125e-6
11,33,4.205964263730152e-6
11,34,3.954995189700286e-6
11,35,4.702366797125722e-6
11,36,5.02466258424293e-6
11,37,0.000025276104369648
11,38,2.898063950735648e-6
11,39,2.9092412263220397e-6
11,40,3.764292204055057e-6
11,41,0.008419133734409497
11,42,2.210566060540531e-6
11,43,5.315452028127578e-6
11,44,6.895657922248569e-7
11,45,0.000035448114453939236
11,46,0.00004724437144327224
11,47,0.00002316649434666196
11,48,4.308171647128289e-6
11,49,6.81816992157517e-6
11,50,0.000012596142703687931
11,51,0.0006955721462280604
11,52,1.2041340496047364e-6
12,1,0.00002210205994162144
12,2,0.00026461535514350884
12,3,0.0013236945702911687
12,4,0.00008042262352244838
12,5,4.954929539508868e-6
12,6,0.000011439786084851183
12,7,0.000012743618009685083
12,8,0.0012699425905569565
12,9,0.00002087645163368963
12,10,9.440493152266869e-6
12,11,0.000014202782802768138
12,12,0.9499486945262645
12,13,0.00012506074033873593
12,14,0.000043251870291050736
12,15,4.270297257913739e-6
12,16,0.0002346476428323936
12,17,0.00021930481561605644
12,18,0.000047902481132657976
12,19,0.000030962404695755165
12,20,0.000016040492729859337
12,21,0.000017234608098189826
12,22,0.0000601037180463934
12,23,0.0000659709980461533
12,24,0.00001290074355295765
12,25,0.00017895012619096283
12,26,0.0000510540764999174
12,27,2.0105334894881518e-6
12,28,0.0003907801410433159
12,29,0.00003716331605258412
12,30,0.0004709719939945003
12,31,0.00012655151919811134
12,32,2.5598188068119555e-6
12,33,6.865097453021349e-6
12,34,3.7825442995033392e-6
12,35,1.58404641127145e-6
12,36,3.493317987272196e-6
12,37,7.5890716837799824e-6
12,38,1.442158605698306e-6
12,39,0.000014543851338650729
12,40,7.012896241104282e-6
12,41,0.000057793153743857
12,42,0.00002385798512710178
12,43,0.007311960099780074
12,44,0.0019558063429918533
12,45,0.000060825657348747004
12,46,0.035066616208798376
12,47,0.000017828468037718587
12,48,0.000022533949270246633
12,49,6.942134028353868e-6
12,50,0.00030845095918273984
12,51,2.499328137439216e-7
13,1,0.00002003227633728455
13,2,0.006842413482451316
13,3,0.00037099390494074345
13,4,0.00012377829964729488
13,5,0.000045669685366365256
13,6,0.001203141762076699
13,7,2.151639911845369e-6
13,8,0.00020078376399687122
13,9,0.00006903096294167149
13,10,0.00014796711486326618
13,11,0.00017134090115809598
13,12,0.00014946252001890755
13,13,0.9539913150900082
13,14,0.0019221995824182355
13,15,0.00001713211044451242
13,16,0.00369660121551343
13,17,0.00004439814074024384
13,18,0.0004711256090769229
13,19,0.0005083049923067766
13,20,0.000024699325141642033
13,21,0.00009827627911188552
13,22,0.000018083298704785773
13,23,0.0019523869067800525
13,24,0.0000222169925270869
13,25,0.000024551848389607165
13,26,0.000020344013249343084
13,27,0.000012029533954768083
13,28,0.008558073608047006
13,29,0.0004021211702267914
13,30,0.0004116579301148531
13,31,0.000060674857992209956
13,32,0.000015536215071518363
13,33,0.000024200447974744328
13,34,0.000019218263530614548
13,35,2.7504466812147938e-6
13,36,9.52999747106382e-6
13,37,0.00003370479731501944
13,38,1.8181791731625884e-6
13,39,0.000025277844660018705
13,40,0.00005669810129805427
13,41,0.0007559365388032202
13,42,0.000051089534840114246
13,43,0.0000832595438041279
13,44,0.000028164240449785547
13,45,0.015973695378534436
13,46,0.0010452488556366493
13,47,0.00008932119220090442
13,48,0.000034757632060836435
13,49,0.000037718169168566125
13,50,0.00010911580286723296
14,1,0.000010171535908362229
14,2,0.00007459913687042898
14,3,0.00005036781868494938
14,4,0.0001476043604423942
14,5,5.145427541743379e-6
14,6,0.0013039984539458555
14,7,3.7920872002906613e-6
14,8,0.00008050398047781562
14,9,0.000013664809275705075
14,10,0.00008168878893309413
14,11,0.000585599404966372
14,12,0.000027288033718449067
14,13,0.0010003175004576073
14,14,0.9682384100908247
14,15,4.2924502081438344e-6
14,16,0.000044536324311066184
14,17,6.838816477405273e-6
14,18,0.0026421936250288925
14,19,0.000035702209694232754
14,20,6.0796215096772445e-6
14,21,0.00029929016998213467
14,22,8.789913458537634e-6
14,23,0.006048219967663686
14,24,7.5539392606215455e-6
14,25,8.046619115907288e-6
14,26,8.697107608460069e-6
14,27,3.059239734172896e-6
14,28,0.000654618933263277
14,29,0.005259127476493023
14,30,0.00009248256807528988
14,31,0.000023658416636479643
14,32,1.2453524345032193e-6
14,33,8.125201000080532e-6
14,34,4.118556697516068e-6
14,35,5.036297295563224e-6
14,36,4.3730588232102115e-6
14,37,0.00001624021307121669
14,38,2.9228960195463393e-6
14,39,6.321299956265954e-6
14,40,7.743383324647298e-6
14,41,0.012753108851614502
14,42,0.00001279126983595378
14,43,0.00003748982319159733
14,44,6.599957029240543e-6
14,45,0.0001477956654138763
14,46,0.00012946795637242193
14,47,0.000016915943575801704
14,48,4.853909940010752e-6
14,49,9.038703888078504e-6
14,50,0.000045763473017184126
14,51,2.153843769747332e-6
14,52,1.5555159604523468e-6
15,1,0.000011251806612532526
15,2,3.7048990809196456e-6
15,3,0.000014026301768723487
15,4,2.235458705830486e-6
15,5,0.000012794082892166612
15,6,8.592871284897717e-6
15,7,0.000014673858310160985
15,8,0.00007713728345132601
15,9,0.000028192714174609784
15,10,0.000010612183568348116
15,11,0.000011213154260825053
15,12,2.522112843714603e-6
15,13,4.4000786740184144e-6
15,14,2.996136546070413e-6
15,15,0.9663459298284598
15,16,9.588486570914176e-6
15,17,4.878913231453988e-6
15,18,2.5154813668729838e-6
15,19,0.000013043618414251753
15,20,0.00001980695240771062
15,21,2.334478461532092e-6
15,22,4.995896455205764e-6
15,23,2.532043507870101e-6
15,24,0.00038900332528899264
15,25,3.799262458539463e-6
15,26,0.000011599821220826327
15,27,0.006943962049330133
15,28,0.00040886699282310354
15,29,4.856955429599063e-6
15,30,0.000011319235822148362
15,31,0.000014665924812907893
15,32,0.001382040235732262
15,33,0.00036268399780510616
15,34,0.0000145446383013554
15,35,0.000020989264179850456
15,36,0.023430742436049968
15,37,0.000019724108600511213
15,38,0.000011666643556521562
15,39,0.00004765447669627527
15,40,0.000013539666122890192
15,41,0.000017204401184336497
15,42,4.104332461396387e-6
15,43,5.667606578683704e-6
15,44,1.6601863653737228e-6
15,45,0.000019117356054681507
15,46,0.000020528293783823505
15,47,0.000056508678925460686
15,48,0.00004371105409641171
15,49,0.0000991880473568288
15,50,0.00002998054267659551
15,51,1.8849503974265125e-7
15,52,5.033301956858143e-7
16,1,0.000022067824330816634
16,2,0.04421471444935871
16,3,0.0012578936716535335
16,4,0.00013815699442556043
16,5,0.00009802274272829654
16,6,0.00014744293674793642
16,7,0.00001292523472616733
16,8,0.00037748094850377446
16,9,0.00015177361500979037
16,10,0.00012102597762394199
16,11,0.00010224698133507163
16,12,0.0008993027732265399
16,13,0.01115094964466647
16,14,0.00021245250287036654
16,15,0.000053479687111017654
16,16,0.8757010521648516
16,17,0.00012180073247292812
16,18,0.00016620620303851928
16,19,0.007639002273411015
16,20,0.000026386442927316716
16,21,0.00003465905876001322
16,22,0.00003343862062621503
16,23,0.0004435714801085202
16,24,0.00011046506650703831
16,25,0.000047171852931082594
16,26,0.000058129160004831086
16,27,0.00003935813358175962
16,28,0.0204963934120978
16,29,0.00010363730345037461
16,30,0.0018576250243609801
16,31,0.00010547834244994131
16,32,0.000023634846760215423
16,33,0.00007129915350435138
16,34,0.00002695156933245825
16,35,3.2966930410901232e-6
16,36,0.00004255216216736023
16,37,0.00009958598995810634
16,38,3.997936364745995e-6
16,39,0.000057303544828048653
16,40,0.00015641532777111518
16,41,0.00028699990102108264
16,42,0.00009903617408463116
16,43,0.0002631818522141457
16,44,0.0004967975996471446
16,45,0.017829478327510615
16,46,0.013838115948515564
16,47,0.00026286075051577075
16,48,0.00005054614729705772
16,49,0.00016837232866936047
16,50,0.0002738056833241996
16,52,1.4568075747311774e-6
17,1,9.408426362491975e-6
17,2,0.000014928131633005028
17,3,0.00009461486284794595
17,4,0.000027436708438760854
17,5,7.60125716899964e-7
17,6,6.371240463212291e-6
17,7,6.103549548956953e-6
17,8,0.06110048818611933
17,9,0.000015463725593210557
17,10,3.3655464782744184e-6
17,11,4.3775689405099645e-6
17,12,0.00021738004515627237
17,13,0.00001881077804463026
17,14,6.571145658599551e-6
17,15,5.062522898619686e-6
17,16,0.00001594331678596441
17,17,0.9336576111640171
17,18,0.000018225024580932263
17,19,0.00004272320764323816
17,20,0.000010330100007402668
17,21,0.000012205324905556602
17,22,0.00011559759946248589
17,23,0.00001726869633095588
17,24,6.216287902442795e-6
17,25,0.002623985158097816
17,26,0.000016036616162318244
17,27,1.9972391921164365e-6
17,28,0.00018871789048551378
17,29,0.000010040154549883149
17,30,0.0001318325201901303
17,31,0.000024459247253943276
17,32,1.1821906509387425e-6
17,33,9.955591142418995e-6
17,34,1.295468976011565e-6
17,35,2.106930563075615e-6
17,36,8.37630924334021e-6
17,37,6.013837126716763e-6
17,38,4.263847067347818e-7
17,39,6.555563621374708e-6
17,40,1.8646568828083557e-6
17,41,0.00001671806030511243
17,42,0.000012189974284726187
17,43,0.0009399554822164578
17,44,0.000018786460038515677
17,45,0.000018876828140540064
17,46,0.0002979978030953982
17,47,7.557615893950266e-6
17,48,0.0000109507587772603
17,49,2.8028575152211633e-6
17,50,0.00021205511535106992
18,1,5.458821984282562e-6
18,2,0.00006028830823351131
18,3,0.0002798582282189944
18,4,0.005834223318090231
18,5,6.376432346667306e-6
18,6,0.00004604814922354315
18,7,0.00002524564804871683
18,8,0.00012351721836308262
18,9,0.000012109419268125635
18,10,0.000015410327891907368
18,11,0.0004495651257265949
18,12,0.00003351776754727814
18,13,0.00015878676170401023
18,14,0.002197832825709394
18,15,2.171981188616378e-6
18,16,0.000023100209634448532
18,17,0.000018371873819063007
18,18,0.9763364664416975
18,19,0.00002435872826201917
18,20,8.872257461880951e-6
18,21,0.00009844863254110716
18,22,5.878396534939699e-6
18,23,0.005483979329898971
18,24,8.409769727028278e-6
18,25,4.33569831677026e-6
18,26,8.293126614088126e-6
18,27,1.4315119085117633e-6
18,28,0.0005460093924122816
18,29,0.005853776447879984
18,30,0.000994528862152646
18,31,0.00002340497052066482
18,32,1.4280738070216378e-6
18,33,6.48712975198466e-6
18,34,2.1314021283682676e-6
18,35,7.169387873373463e-6
18,36,1.3394086392350486e-6
18,37,5.970373635354389e-6
18,38,5.334829535129546e-6
18,39,4.276588204912535e-6
18,40,6.850843038981144e-6
18,41,0.0008614171957614663
18,42,0.000014233913651298163
18,43,0.00003357443313743419
18,44,5.9238330963756775e-6
18,45,0.00009279737150002433
18,46,0.0001614604533724605
18,47,0.000012613684667415639
18,48,7.607272680131671e-6
18,49,5.785410083628841e-6
18,50,0.000024420929510996425
18,51,3.497968615153744e-6
18,52,0.000045603514382666754
19,1,0.00008797913995353267
19,2,0.0006699645555330543
19,3,0.0003263636341059827
19,4,0.00007567145812551467
19,5,0.00014516987150845094
19,6,0.0001839307406873622
19,7,9.274238146865226e-6
19,8,0.0008774843103935142
19,9,0.0003260304217291805
19,10,0.00023742264185231055
19,11,0.00010403077251828585
19,12,0.00017151953119253285
19,13,0.0010577422410135812
19,14,0.0001334313842389372
19,15,0.00007414186452957286
19,16,0.004879597062603262
19,17,0.00007512094837318626
19,18,0.00014853445147683083
19,19,0.8274534297859768
19,20,0.0000823292005808915
19,21,0.000027803406807547306
19,22,0.00015858196378743214
19,23,0.0004045810700804193
19,24,0.00010911816081906287
19,25,0.00019931124269547388
19,26,0.00016906573172074585
19,27,0.000039717738864071135
19,28,0.15098664689260924
19,29,0.0001435221484156862
19,30,0.0004068526580904999
19,31,0.00046659691061979534
19,32,0.0000360128186113479
19,33,0.00006968823717308545
19,34,0.00007629954442496597
19,35,4.051281196834561e-6
19,36,0.000050640046118630226
19,37,0.0001255189916503465
19,38,5.747861597599757e-6
19,39,0.00009905189449930018
19,40,0.0006550913114111248
19,41,0.00020550075774868146
19,42,0.0007624619584318463
19,43,0.00014833715376421134
19,44,0.0006859891297303467
19,45,0.0035984812162979905
19,46,0.0008383418559506996
19,47,0.0003088141029128021
19,48,0.00012840330289702208
19,49,0.0002203043836668617
19,50,0.0017492777824497565
19,51,1.0201904172002168e-6
20,1,0.006054310446959889
20,2,6.8833917518822605e-6
20,3,0.00002670143927529641
