"codine","CA","CP","src_indx"
10073,11,10,3411
10075,11,10,1909
10076,11,10,3730
10077,11,10,3430
10078,11,10,2601
10079,11,10,3728
10080,11,10,2389
10081,11,10,288
10082,11,10,4800
10083,11,10,138
10084,11,10,4398
10085,11,10,2234
10086,11,10,2084
10087,11,10,4665
10088,11,10,1463
10089,11,10,4374
10090,11,10,2973
10091,11,10,2278
10092,11,10,2136
10093,11,10,2669
10094,11,10,1747
10095,11,10,2159
10096,11,10,5489
10097,11,10,137
10098,11,10,2457
10099,11,10,3307
10100,11,10,3609
10101,11,10,1179
10102,11,10,2490
10103,11,10,2833
10104,11,10,5906
10105,11,10,5171
10106,11,10,650
10107,11,10,4130
10108,11,10,1197
10109,11,10,4708
10110,11,10,5067
10111,11,10,4507
10112,11,10,4552
10113,11,10,5092
10114,11,10,4148
10115,11,10,5542
10116,11,10,5594
10117,11,10,1569
10118,11,10,1964
10119,11,10,3302
10120,11,10,920
10121,11,10,6211
10122,11,10,1537
10123,11,10,3196
10124,11,10,3671
10125,11,10,3832
10126,11,10,4584
10127,11,10,5806
10128,11,10,5957
10129,11,10,2300
10130,11,10,4655
10131,11,10,6488
10132,11,10,2561
10133,11,10,4222
10134,11,10,3145
10135,11,10,4208
10136,11,10,1830
10137,11,10,2436
10138,11,10,3115
10139,11,10,191
10140,11,10,4241
10141,11,10,1702
10142,11,10,3686
10143,11,10,730
10144,11,10,3895
10145,11,10,890
10146,11,10,4412
10147,11,10,4323
10148,11,10,6785
10149,11,10,2647
10150,11,10,2296
10151,11,10,1526
10152,11,10,2839
10153,11,10,2246
10154,11,10,1327
10155,11,10,4149
10156,11,10,316
10157,11,10,1846
10158,11,10,2353
10159,11,10,2120
10160,11,10,1556
10162,11,10,3137
10163,11,10,1856
10164,11,10,3552
10165,11,10,1728
10166,11,10,1686
10167,11,10,1849
10168,11,10,1703
10169,11,10,3002
10170,11,10,1792
10171,11,10,2350
10172,11,10,3410
10173,11,10,3509
10174,11,10,1037
10175,11,10,4436
10176,11,10,2477
10177,11,10,4685
10178,11,10,3583
10179,11,10,2258
10180,11,10,6148
10181,11,10,3513
10182,11,10,893
10183,11,10,3952
10184,11,10,3636
10185,11,10,3121
10186,11,10,3987
10187,11,10,2809
10188,11,10,3029
10189,11,10,5225
10190,11,10,2966
10191,11,10,3114
10192,11,10,3626
10193,11,10,4474
10194,11,10,2939
10195,11,10,6171
10196,11,10,2094
10197,11,10,255
10198,11,10,4156
10199,11,10,1129
10200,11,10,2603
10201,11,10,1339
10202,11,10,3279
10203,11,10,5812
10204,11,10,2811
10205,11,10,4918
10206,11,10,1644
10207,11,10,2747
10208,11,10,534
10209,11,10,1777
10210,11,10,3074
10211,11,10,2670
10212,11,10,4728
10213,11,10,3090
10214,11,10,1397
10215,11,10,2463
10216,11,10,4563
10217,11,10,2967
10218,11,10,4181
10219,11,10,4370
10901,11,10,4167
10902,11,10,3521
10903,11,10,3582
11001,1,11,5748
11002,1,11,5700
11003,1,11,4296
11004,1,11,6900
11005,1,11,5791
11006,1,11,6722
11007,1,11,6619
11008,1,11,6622
11009,1,11,3275
11010,1,11,6063
11011,1,11,4713
11012,1,11,6905
11013,1,11,5208
11014,1,11,6594
11015,1,11,6868
11016,1,11,6531
11017,1,11,5436
11018,1,11,4540
11019,1,11,4775
11020,1,11,6931
11021,1,11,6208
11022,1,11,6841
11023,1,11,6301
11024,1,11,6092
11025,1,11,5767
11026,1,11,5810
11027,1,11,6884
11028,1,11,6788
11029,1,11,5968
11030,1,11,6700
11031,1,11,6892
11032,1,11,6849
11033,1,11,6708
11034,1,11,5125
11035,1,11,6495
11036,1,11,3444
11037,1,11,5956
11038,1,11,6477
11039,1,11,6345
11040,1,11,2566
11041,1,11,6330
11042,1,11,4295
11901,1,11,5969
11902,1,11,5541
12001,10,12,4144
12002,10,12,507
12003,10,12,4191
12004,10,12,6039
12005,10,12,6244
12006,10,12,1290
12007,10,12,3536
12008,10,12,1799
12009,10,12,6660
12010,10,12,1828
12011,10,12,5833
12012,10,12,5393
12013,10,12,1113
12014,10,12,1230
12015,10,12,13
12016,10,12,4613
12017,10,12,1210
12018,10,12,2130
12020,10,12,1106
12021,10,12,5792
12022,10,12,2368
12024,10,12,907
12025,10,12,728
12026,10,12,4012
12027,10,12,6667
12028,10,12,6512
12029,10,12,3931
12031,10,12,5686
12032,10,12,6752
12033,10,12,5131
12034,10,12,4764
12036,10,12,3447
12038,10,12,1382
12039,10,12,3794
12040,10,12,6919
12041,10,12,168
12042,10,12,3450
12043,10,12,3272
12044,10,12,3178
12045,10,12,2582
12046,10,12,1554
12048,10,12,2060
12049,10,12,2948
12050,10,12,4640
12051,10,12,2989
12052,10,12,3483
12053,10,12,5082
12055,10,12,352
12056,10,12,2089
12057,10,12,3596
12058,10,12,189
12059,10,12,2011
12060,10,12,2878
12061,10,12,2737
12063,10,12,7063
12064,10,12,614
12065,10,12,1085
12067,10,12,3185
12068,10,12,7016
12070,10,12,3343
12071,10,12,4418
12072,10,12,4283
12073,10,12,1046
12074,10,12,3646
12075,10,12,1115
12077,10,12,5882
12078,10,12,2362
12079,10,12,2996
12080,10,12,5009
12081,10,12,3448
12082,10,12,6368
12083,10,12,408
12084,10,12,6653
12085,10,12,6183
12089,10,12,6037
12090,10,12,523
12091,10,12,1348
12092,10,12,798
12093,10,12,1742
12094,10,12,3919
12095,10,12,4120
12096,10,12,3908
12097,10,12,7057
12098,10,12,3482
12099,10,12,3733
12100,10,12,4688
12101,10,12,2758
12102,10,12,3479
12104,10,12,6146
12105,10,12,3801
12106,10,12,4312
12107,10,12,2456
12108,10,12,3045
12109,10,12,3560
12110,10,12,1670
12111,10,12,2732
12112,10,12,519
12113,10,12,545
12114,10,12,1559
12115,10,12,1701
12117,10,12,5782
12118,10,12,7068
12119,10,12,888
12120,10,12,1432
12121,10,12,4363
12122,10,12,3708
12124,10,12,5129
12125,10,12,1605
12126,10,12,6732
12128,10,12,4601
12129,10,12,4928
12130,10,12,2660
12132,10,12,3135
12134,10,12,999
12135,10,12,6812
12136,10,12,5247
12137,10,12,6981
12138,10,12,6687
12139,10,12,2319
12140,10,12,4393
12141,10,12,567
12142,10,12,967
12901,10,12,5544
12902,10,12,5135
13001,8,13,4365
13002,8,13,4556
13003,8,13,2753
13004,8,13,4225
13005,8,13,6724
13006,8,13,3271
13007,8,13,4373
13008,8,13,2869
13009,8,13,4599
13010,8,13,3864
13011,8,13,5834
13012,8,13,2697
13013,8,13,6145
13014,8,13,3095
13015,8,13,5912
13016,8,13,3551
13017,8,13,2033
13018,8,13,3860
13019,8,13,5971
13020,8,13,5819
13021,8,13,2693
13022,8,13,2533
13023,8,13,6318
13024,8,13,3873
13025,8,13,2114
13026,8,13,2843
13027,8,13,5536
13028,8,13,6414
13029,8,13,7091
13030,8,13,819
13031,8,13,5146
13032,8,13,4232
13033,8,13,4762
13034,8,13,6860
13035,8,13,3953
13036,8,13,3673
13037,8,13,3940
13038,8,13,4677
13039,8,13,6527
13040,8,13,3890
13041,8,13,1872
13042,8,13,3888
13043,8,13,1661
13044,8,13,5340
13045,8,13,3516
13046,8,13,3569
13047,8,13,6138
13048,8,13,2787
13049,8,13,3762
13050,8,13,3091
13051,8,13,2335
13052,8,13,6114
13053,8,13,6545
13054,8,13,5871
13055,8,13,3435
13056,8,13,6417
13057,8,13,4324
13058,8,13,5763
13059,8,13,1558
13060,8,13,1924
13061,8,13,6078
13062,8,13,3225
13063,8,13,5597
13064,8,13,4672
13065,8,13,5437
13066,8,13,5257
13067,8,13,2481
13068,8,13,4027
13069,8,13,3388
13070,8,13,3745
13071,8,13,6814
13072,8,13,3847
13073,8,13,3035
13074,8,13,3997
13075,8,13,1384
13076,8,13,2952
13077,8,13,5566
13078,8,13,6362
13079,8,13,6453
13080,8,13,2356
13081,8,13,3478
13082,8,13,6770
13083,8,13,5201
13084,8,13,3988
13085,8,13,5144
13086,8,13,1306
13087,8,13,6718
13088,8,13,3341
13089,8,13,4763
13090,8,13,4190
13091,8,13,3086
13092,8,13,4883
13093,8,13,5765
13094,8,13,2098
13096,8,13,6254
13097,8,13,5161
13098,8,13,5024
13901,8,13,4024
13902,8,13,2972
13903,8,13,3211
13904,8,13,3240
14001,1,14,5537
14002,1,14,6375
14003,1,14,4327
14004,1,14,4944
14005,1,14,6055
14006,1,14,4354
14007,1,14,6562
14008,1,14,5300
14009,1,14,5224
14010,1,14,5673
14011,1,14,3253
14012,1,14,6043
14013,1,14,6577
14014,1,14,5196
14015,1,14,5008
14016,1,14,4424
14017,1,14,6378
14018,1,14,5561
14019,1,14,6060
14020,1,14,2515
14021,1,14,6944
14022,1,14,5642
14023,1,14,4948
14024,1,14,4872
14025,1,14,5330
14026,1,14,4914
14027,1,14,6188
14028,1,14,2178
14029,1,14,5674
14030,1,14,6261
14031,1,14,3317
14032,1,14,2701
14033,1,14,4386
14034,1,14,2361
14035,1,14,5974
14036,1,14,5588
14037,1,14,5572
14038,1,14,6793
14039,1,14,5246
14040,1,14,5571
14041,1,14,5474
14042,1,14,6637
14043,1,14,6189
14044,1,14,4637
14045,1,14,5422
14046,1,14,5764
14047,1,14,4657
14048,1,14,4396
14049,1,14,6586
14050,1,14,5130
14051,1,14,4404
14052,1,14,6293
14053,1,14,6009
14054,1,14,6494
14055,1,14,6633
14056,1,14,6711
14057,1,14,6015
14058,1,14,6231
14059,1,14,3472
14060,1,14,5845
14061,1,14,3619
14062,1,14,4043
14063,1,14,4115
14064,1,14,2289
14065,1,14,4868
14066,1,14,5998
14067,1,14,5608
14068,1,14,3322
14069,1,14,6155
14070,1,14,4378
14071,1,14,3944
14072,1,14,4070
14073,1,14,5322
14074,1,14,5039
14075,1,14,3268
15001,12,15,5778
15002,12,15,6697
15003,12,15,4696
15004,12,15,5793
15005,12,15,6714
15006,12,15,5876
15007,12,15,5442
15008,12,15,5913
15009,12,15,6367
15010,12,15,4776
15011,12,15,6542
15012,12,15,5534
15013,12,15,5990
15014,12,15,5595
15015,12,15,5253
15016,12,15,5839
15017,12,15,6638
15018,12,15,4180
15019,12,15,6720
15020,12,15,5576
15021,12,15,5847
15022,12,15,5972
15023,12,15,6042
15024,12,15,5710
15025,12,15,4096
15026,12,15,4769
15027,12,15,4489
15028,12,15,4457
15029,12,15,5939
15030,12,15,6939
15031,12,15,6701
15032,12,15,5491
15033,12,15,5139
15034,12,15,5259
15035,12,15,6379
15036,12,15,6854
15037,12,15,5640
15038,12,15,4979
15039,12,15,4298
15040,12,15,5260
15041,12,15,6280
15042,12,15,5356
15043,12,15,5831
15044,12,15,4335
15045,12,15,5564
15046,12,15,6001
15047,12,15,5096
15048,12,15,5775
15049,12,15,4165
15050,12,15,4743
15051,12,15,5736
15052,12,15,5695
15053,12,15,6158
15054,12,15,6774
15055,12,15,5724
15056,12,15,5950
15057,12,15,6418
15058,12,15,6739
15059,12,15,6348
15060,12,15,5973
15061,12,15,5915
15062,12,15,5967
15063,12,15,5229
15064,12,15,4984
15065,12,15,6127
15066,12,15,5591
15067,12,15,6173
15068,12,15,5836
15069,12,15,6073
15070,12,15,6262
15071,12,15,6176
15072,12,15,6296
15073,12,15,6681
15074,12,15,5625
15075,12,15,6420
15076,12,15,5175
15077,12,15,6207
15078,12,15,6889
15079,12,15,4538
15080,12,15,4683
15081,12,15,4069
15082,12,15,6526
15083,12,15,4105
15084,12,15,5435
15085,12,15,5457
15086,12,15,5281
15087,12,15,5926
15088,12,15,5503
15089,12,15,5652
15090,12,15,4162
15091,12,15,4053
15092,12,15,6054
15093,12,15,5671
15901,12,15,5527
16002,8,16,1533
16003,8,16,934
16004,8,16,1992
16005,8,16,1767
16006,8,16,573
16007,8,16,4539
16008,8,16,276
16009,8,16,7042
16010,8,16,1062
16012,8,16,416
16014,8,16,3331
16015,8,16,2718
16016,8,16,1711
16017,8,16,2534
16018,8,16,2556
16019,8,16,1413
16022,8,16,98
16023,8,16,2982
16024,8,16,605
16025,8,16,7097
16026,8,16,501
16027,8,16,3799
16032,8,16,2215
16033,8,16,4738
16034,8,16,1314
16035,8,16,2015
16036,8,16,531
16039,8,16,2941
16040,8,16,144
16041,8,16,2559
16042,8,16,4385
16043,8,16,319
16045,8,16,1710
16046,8,16,1751
16047,8,16,1795
16048,8,16,2764
16049,8,16,740
16050,8,16,2191
16051,8,16,851
16052,8,16,3620
16053,8,16,2757
16055,8,16,3417
16056,8,16,2907
16057,8,16,177
16058,8,16,396
16060,8,16,3741
16061,8,16,4224
16063,8,16,374
16064,8,16,3542
16065,8,16,2898
16066,8,16,5251
16067,8,16,831
16068,8,16,973
16070,8,16,6988
16071,8,16,6970
16072,8,16,872
16073,8,16,1613
16078,8,16,6826
16082,8,16,2208
16085,8,16,1064
16086,8,16,4135
16087,8,16,1603
16088,8,16,512
16089,8,16,2643
16092,8,16,1163
16094,8,16,1130
16095,8,16,113
16096,8,16,2274
16097,8,16,1050
16098,8,16,3347
16099,8,16,1464
16100,8,16,3657
16101,8,16,911
16102,8,16,4469
16103,8,16,2079
16104,8,16,6963
16106,8,16,5454
16107,8,16,612
16110,8,16,252
16111,8,16,1370
16112,8,16,4626
16113,8,16,5562
16115,8,16,6966
16117,8,16,4158
16118,8,16,4533
16119,8,16,1244
16121,8,16,1866
16122,8,16,1738
16124,8,16,4942
16125,8,16,4969
16126,8,16,3746
16129,8,16,392
16130,8,16,3338
16131,8,16,687
16133,8,16,5870
16134,8,16,5861
16135,8,16,1071
16139,8,16,2257
16141,8,16,609
16142,8,16,656
16145,8,16,2949
16148,8,16,3280
16149,8,16,1078
16150,8,16,453
16151,8,16,7138
16153,8,16,4064
16154,8,16,5947
16155,8,16,3391
16156,8,16,445
16157,8,16,1493
16158,8,16,3273
16159,8,16,1769
16166,8,16,2160
16167,8,16,2182
16170,8,16,3867
16171,8,16,5006
16172,8,16,2516
16173,8,16,1736
16174,8,16,1417
16175,8,16,6030
16177,8,16,327
16181,8,16,7056
16185,8,16,7142
16186,8,16,3037
16188,8,16,484
16189,8,16,1923
16190,8,16,5996
16191,8,16,4048
16194,8,16,1779
16195,8,16,3177
16196,8,16,3330
16198,8,16,4567
16202,8,16,3785
16203,8,16,6442
16204,8,16,2213
16205,8,16,535
16206,8,16,1640
16209,8,16,768
16211,8,16,2676
16212,8,16,1858
16215,8,16,1958
16216,8,16,2186
16217,8,16,281
16218,8,16,1412
16219,8,16,78
16227,8,16,446
16228,8,16,1304
16236,8,16,4014
16237,8,16,106
16238,8,16,3012
16239,8,16,866
16240,8,16,543
16242,8,16,2460
16243,8,16,2829
16244,8,16,3464
16245,8,16,2836
16246,8,16,2926
16247,8,16,17
16248,8,16,3922
16249,8,16,5117
16250,8,16,47
16251,8,16,4934
16253,8,16,2393
16254,8,16,1368
16255,8,16,838
16258,8,16,1707
16263,8,16,4041
16264,8,16,3040
16266,8,16,2375
16269,8,16,3004
16270,8,16,1379
16271,8,16,3601
16272,8,16,1818
16273,8,16,2181
16274,8,16,750
16277,8,16,572
16278,8,16,7150
16279,8,16,1915
16280,8,16,1313
16901,8,16,3607
16902,8,16,830
16903,8,16,4428
16904,8,16,2953
16905,8,16,4250
16906,8,16,80
16908,8,16,1687
16909,8,16,3476
17001,9,17,3471
17002,9,17,3361
17003,9,17,537
17004,9,17,3220
17005,9,17,2840
17006,9,17,4453
17007,9,17,4804
17008,9,17,5774
17009,9,17,5905
17010,9,17,2365
17011,9,17,3496
17012,9,17,4304
17013,9,17,5477
17015,9,17,6544
17016,9,17,3656
17018,9,17,3085
17019,9,17,4892
17020,9,17,5585
17021,9,17,752
17022,9,17,6232
17023,9,17,6778
17024,9,17,2309
17025,9,17,4454
17026,9,17,3221
17027,9,17,5390
17028,9,17,2297
17029,9,17,1512
17030,9,17,3614
17031,9,17,1404
17032,9,17,5075
17033,9,17,5951
17034,9,17,6242
17035,9,17,3165
17036,9,17,5296
17037,9,17,462
17038,9,17,2728
17039,9,17,4901
17040,9,17,3003
17041,9,17,1950
17042,9,17,3006
17043,9,17,932
17044,9,17,6191
17046,9,17,3706
17047,9,17,6281
17048,9,17,6226
17049,9,17,5616
17050,9,17,3563
17051,9,17,1619
17052,9,17,807
17054,9,17,2780
17055,9,17,1146
17056,9,17,4798
17057,9,17,4073
17058,9,17,1576
17060,9,17,2767
17061,9,17,1317
17062,9,17,6213
17063,9,17,1128
17064,9,17,2347
17065,9,17,2472
17066,9,17,6801
17067,9,17,3803
17068,9,17,1859
17069,9,17,2572
17070,9,17,722
17071,9,17,4173
17073,9,17,4908
17074,9,17,3132
17075,9,17,2202
17076,9,17,744
17077,9,17,3489
17078,9,17,2579
17079,9,17,6891
17080,9,17,1170
17081,9,17,2277
17082,9,17,2816
17083,9,17,5450
17084,9,17,1928
17085,9,17,2345
17086,9,17,5204
17087,9,17,2024
17088,9,17,3254
17089,9,17,6059
17090,9,17,3228
17091,9,17,2819
17092,9,17,5661
17093,9,17,3966
17094,9,17,4407
17095,9,17,6777
17096,9,17,1277
17097,9,17,1566
17098,9,17,2434
17100,9,17,1695
17101,9,17,3233
17102,9,17,3285
17103,9,17,5955
17105,9,17,1974
17106,9,17,903
17107,9,17,2058
17109,9,17,3689
17110,9,17,4518
17111,9,17,4006
17112,9,17,1504
17114,9,17,6737
17115,9,17,2219
17116,9,17,2498
17117,9,17,6614
17118,9,17,6496
17120,9,17,4261
17121,9,17,1786
17123,9,17,2589
17124,9,17,5010
17125,9,17,662
17126,9,17,2238
17128,9,17,2885
17129,9,17,941
17130,9,17,2406
17132,9,17,4553
17133,9,17,4440
17134,9,17,1891
17135,9,17,2775
17136,9,17,1390
17137,9,17,5546
17138,9,17,4057
17139,9,17,4484
17140,9,17,3719
17141,9,17,6124
17142,9,17,5240
17143,9,17,1075
17144,9,17,1772
17145,9,17,4590
17146,9,17,5439
17147,9,17,6256
17148,9,17,4746
17149,9,17,2452
17150,9,17,4654
17151,9,17,1449
17152,9,17,6557
17153,9,17,1462
17154,9,17,546
17155,9,17,6702
17157,9,17,694
17158,9,17,2876
17159,9,17,3383
17160,9,17,6593
17161,9,17,4147
17162,9,17,1316
17163,9,17,5265
17164,9,17,5780
17165,9,17,3319
17166,9,17,3199
17167,9,17,5298
17168,9,17,2745
17169,9,17,5290
17170,9,17,1298
17171,9,17,1420
17172,9,17,2963
17173,9,17,1563
17174,9,17,1335
17175,9,17,3372
17176,9,17,1120
17177,9,17,3153
17178,9,17,4723
17180,9,17,6323
17181,9,17,5651
17182,9,17,2059
17183,9,17,2047
17184,9,17,4369
17185,9,17,5081
17186,9,17,5609
17187,9,17,3376
17188,9,17,1118
17189,9,17,4679
17190,9,17,3892
17191,9,17,1202
17192,9,17,964
17193,9,17,5773
17194,9,17,72
17195,9,17,2484
17196,9,17,1831
17197,9,17,1055
17198,9,17,3190
17199,9,17,6278
17200,9,17,3369
17201,9,17,657
17202,9,17,5797
17203,9,17,1186
17204,9,17,3780
17205,9,17,1633
17206,9,17,1158
17207,9,17,5127
17208,9,17,4121
17209,9,17,3558
17210,9,17,3413
17211,9,17,3979
17212,9,17,756
17213,9,17,6020
17214,9,17,3572
17215,9,17,4903
17216,9,17,1223
17217,9,17,2469
17218,9,17,3356
17220,9,17,3821
17221,9,17,5743
17223,9,17,3927
17224,9,17,2514
17225,9,17,1727
17226,9,17,3858
17227,9,17,790
17228,9,17,2201
17230,9,17,3143
17232,9,17,1217
17233,9,17,5150
17234,9,17,1483
17901,9,17,4029
17902,9,17,4459
17903,9,17,4044
18001,1,18,2005
18002,1,18,3191
18003,1,18,6509
18004,1,18,3585
18005,1,18,2418
18006,1,18,5901
18007,1,18,3644
18010,1,18,3130
18011,1,18,5745
18012,1,18,5164
18013,1,18,5860
18014,1,18,6008
18015,1,18,2702
18016,1,18,2355
18017,1,18,6674
18018,1,18,3259
18020,1,18,4658
18021,1,18,6612
18022,1,18,6473
18023,1,18,6582
18024,1,18,3775
18025,1,18,2218
18027,1,18,5270
18028,1,18,4151
18029,1,18,4896
18030,1,18,3420
18032,1,18,2044
18033,1,18,1970
18034,1,18,2980
18035,1,18,4384
18036,1,18,5601
18037,1,18,2960
18038,1,18,4163
18039,1,18,5589
18040,1,18,2391
18042,1,18,2837
18043,1,18,959
18044,1,18,1668
18045,1,18,4293
18046,1,18,4876
18047,1,18,6041
18048,1,18,5181
18049,1,18,3261
18050,1,18,4668
18051,1,18,4286
18053,1,18,4782
18054,1,18,3807
18056,1,18,5563
18057,1,18,5949
18059,1,18,5676
18061,1,18,4249
18062,1,18,6352
18063,1,18,4301
18064,1,18,2619
18066,1,18,4981
18067,1,18,3419
18068,1,18,4525
18069,1,18,3009
18070,1,18,1963
18071,1,18,5975
18072,1,18,3409
18074,1,18,2070
18076,1,18,3869
18078,1,18,3789
18079,1,18,5549
18082,1,18,3977
18083,1,18,1944
18084,1,18,5692
18085,1,18,3543
18086,1,18,2568
18087,1,18,6938
18088,1,18,4676
18089,1,18,6532
18093,1,18,5556
18094,1,18,5136
18095,1,18,4965
18096,1,18,2076
18097,1,18,4025
18098,1,18,6050
18099,1,18,4549
18100,1,18,6209
18101,1,18,6302
18102,1,18,6237
18103,1,18,3813
18105,1,18,5936
18107,1,18,3962
18108,1,18,3806
18109,1,18,3530
18111,1,18,5325
18112,1,18,695
18114,1,18,3337
18115,1,18,5216
18116,1,18,5397
18117,1,18,2961
18119,1,18,4803
18120,1,18,2007
18122,1,18,6585
18123,1,18,2029
18124,1,18,2586
18126,1,18,4535
18127,1,18,6590
18128,1,18,2446
18132,1,18,5488
18133,1,18,5212
18134,1,18,5993
18135,1,18,5827
18136,1,18,4874
18137,1,18,4169
18138,1,18,5236
18140,1,18,6831
18141,1,18,2995
18143,1,18,3969
18144,1,18,3669
18145,1,18,6364
18146,1,18,4076
18147,1,18,5746
18148,1,18,3980
18149,1,18,5929
18150,1,18,6093
18151,1,18,2104
18152,1,18,4019
18153,1,18,6266
18154,1,18,4082
18157,1,18,4193
18158,1,18,6353
18159,1,18,4059
18161,1,18,1358
18162,1,18,4506
18163,1,18,2229
18164,1,18,4873
18165,1,18,5683
18167,1,18,4836
18168,1,18,3753
18170,1,18,2414
18171,1,18,5042
18173,1,18,6335
18174,1,18,2918
18175,1,18,6434
18176,1,18,1678
18177,1,18,2850
18178,1,18,3630
18179,1,18,3267
18180,1,18,3407
18181,1,18,1764
18182,1,18,4995
18183,1,18,3250
18184,1,18,5090
18185,1,18,3210
18187,1,18,3181
18188,1,18,4724
18189,1,18,3634
18192,1,18,4774
18193,1,18,6522
18194,1,18,5148
18901,1,18,3323
18902,1,18,3910
18903,1,18,3946
18904,1,18,3915
18905,1,18,6516
18906,1,18,3930
18907,1,18,4835
18908,1,18,3787
18909,1,18,3293
18910,1,18,3742
18911,1,18,6182
18912,1,18,4621
18913,1,18,3652
19005,8,19,171
19006,8,19,3840
19007,8,19,2802
19009,8,19,1968
19011,8,19,2248
19013,8,19,712
19017,8,19,7129
19018,8,19,1183
19020,8,19,6975
19021,8,19,4274
19022,8,19,3387
19023,8,19,619
19024,8,19,6315
19027,8,19,1289
19032,8,19,1248
19036,8,19,2546
19037,8,19,814
19041,8,19,1486
19044,8,19,2624
19045,8,19,1136
19046,8,19,6748
19053,8,19,5047
19054,8,19,1224
19058,8,19,6174
19059,8,19,7079
19060,8,19,1015
19061,8,19,7067
19065,8,19,710
19066,8,19,7141
19067,8,19,7155
19070,8,19,355
19071,8,19,6289
19074,8,19,192
19076,8,19,6998
19082,8,19,56
19086,8,19,4721
19090,8,19,375
19091,8,19,7118
19092,8,19,3129
19096,8,19,552
19099,8,19,2310
19102,8,19,889
19103,8,19,2048
19105,8,19,5195
19106,8,19,188
19107,8,19,2396
19108,8,19,247
19111,8,19,1189
19113,8,19,3377
19116,8,19,7012
19117,8,19,4840
19119,8,19,331
19120,8,19,333
19121,8,19,1948
19122,8,19,104
19124,8,19,3016
19125,8,19,6977
19126,8,19,4809
19127,8,19,270
19130,8,19,6879
19132,8,19,12
19133,8,19,1374
19134,8,19,7105
19135,8,19,590
19138,8,19,2306
19142,8,19,1898
19143,8,19,4931
19146,8,19,7045
19150,8,19,540
19151,8,19,4364
19152,8,19,3535
19156,8,19,4410
19159,8,19,140
19160,8,19,4176
19161,8,19,1615
19166,8,19,1142
19167,8,19,538
19168,8,19,2106
19170,8,19,1571
19171,8,19,5886
19174,8,19,697
19175,8,19,6997
19176,8,19,1956
19179,8,19,258
19183,8,19,136
19184,8,19,7119
19186,8,19,7148
19187,8,19,7117
19189,8,19,1150
19190,8,19,5359
19192,8,19,5025
19194,8,19,470
19196,8,19,187
19200,8,19,493
19204,8,19,1427
19209,8,19,7106
19211,8,19,2766
19212,8,19,3814
19215,8,19,1288
19216,8,19,642
19217,8,19,7024
19220,8,19,5313
19222,8,19,532
19223,8,19,577
19224,8,19,297
19225,8,19,4107
19230,8,19,3157
19232,8,19,6969
19233,8,19,351
19235,8,19,347
19239,8,19,367
19242,8,19,343
19244,8,19,93
19245,8,19,4515
19247,8,19,1031
19249,8,19,7116
19250,8,19,7076
19251,8,19,6967
19252,8,19,128
19254,8,19,7037
19255,8,19,7115
19257,8,19,5626
19258,8,19,71
19262,8,19,927
19265,8,19,854
19266,8,19,2261
19269,8,19,112
19272,8,19,254
19274,8,19,4379
19279,8,19,865
19280,8,19,5670
19282,8,19,1433
19286,8,19,3628
19287,8,19,1294
19290,8,19,4183
19291,8,19,4321
19293,8,19,4986
19300,8,19,3831
19304,8,19,1660
19305,8,19,1058
19307,8,19,6999
19308,8,19,7114
19314,8,19,7011
19317,8,19,1012
19319,8,19,5880
19321,8,19,7010
19324,8,19,1315
19325,8,19,477
19326,8,19,4718
19327,8,19,3071
19330,8,19,114
19331,8,19,5381
19332,8,19,156
19333,8,19,667
19335,8,19,6985
20001,16,20,1935
20002,16,20,2497
20003,16,20,3334
20004,16,20,1884
20005,16,20,4493
20006,16,20,2143
20007,16,20,2323
20008,16,20,3668
20009,16,20,6413
20010,16,20,4530
20011,16,20,4747
20012,16,20,1100
20013,16,20,5923
20014,16,20,4297
20015,16,20,4435
20016,16,20,4664
20017,16,20,6283
20018,16,20,6404
20019,16,20,6376
20020,16,20,879
20021,16,20,1735
20022,16,20,3809
20023,16,20,2890
20024,16,20,2784
20025,16,20,4334
20026,16,20,1601
20027,16,20,5354
20028,16,20,5084
20029,16,20,5718
20030,16,20,6678
20031,16,20,1376
20032,16,20,6282
20033,16,20,3876
20034,16,20,5458
20035,16,20,3025
20036,16,20,6463
20037,16,20,318
20038,16,20,2608
20039,16,20,5005
20040,16,20,6547
20041,16,20,2110
20042,16,20,5514
20043,16,20,4812
20044,16,20,2562
20045,16,20,6833
20046,16,20,4391
20047,16,20,3148
20048,16,20,1469
20049,16,20,5720
20050,16,20,2241
20051,16,20,6104
20052,16,20,4282
20053,16,20,5826
20054,16,20,3079
20055,16,20,6602
20056,16,20,5658
20057,16,20,1529
20058,16,20,3625
20059,16,20,6265
20060,16,20,303
20061,16,20,5706
20062,16,20,4119
20063,16,20,6202
20064,16,20,6445
20065,16,20,5443
20066,16,20,2992
20067,16,20,6776
20068,16,20,1514
20069,16,20,6922
20070,16,20,4259
20071,16,20,6518
20072,16,20,5857
20073,16,20,5837
20074,16,20,6411
20075,16,20,5801
20076,16,20,6185
20077,16,20,5931
20078,16,20,4299
20079,16,20,6611
20080,16,20,6201
20081,16,20,6163
20901,16,20,4615
20902,16,20,6497
20903,16,20,5630
20904,16,20,328
20905,16,20,929
20906,16,20,727
20907,16,20,748
21001,1,21,3393
21002,1,21,6552
21003,1,21,3497
21004,1,21,4527
21005,1,21,6605
21006,1,21,5510
21007,1,21,6036
21008,1,21,5237
21009,1,21,3784
21010,1,21,6571
21011,1,21,5528
21012,1,21,2036
21013,1,21,6396
