"codine","CA","CP","src_indx"
31122,15,31,5898
31123,15,31,3467
31124,15,31,1419
31125,15,31,1982
31126,15,31,2416
31127,15,31,818
31128,15,31,2687
31129,15,31,2705
31130,15,31,2290
31131,15,31,3911
31132,15,31,969
31134,15,31,1261
31135,15,31,268
31136,15,31,2849
31137,15,31,1445
31138,15,31,4036
31139,15,31,1082
31140,15,31,435
31141,15,31,564
31142,15,31,4734
31144,15,31,3744
31145,15,31,1162
31147,15,31,261
31148,15,31,117
31149,15,31,5124
31150,15,31,1581
31152,15,31,4520
31153,15,31,5061
31154,15,31,1611
31155,15,31,1927
31156,15,31,1921
31157,15,31,5628
31158,15,31,1934
31159,15,31,4204
31160,15,31,353
31161,15,31,2359
31163,15,31,5056
31164,15,31,3262
31165,15,31,5372
31166,15,31,2040
31167,15,31,3844
31168,15,31,1746
31169,15,31,5276
31171,15,31,3566
31172,15,31,2616
31173,15,31,3909
31174,15,31,436
31175,15,31,7048
31176,15,31,5394
31177,15,31,2001
31178,15,31,3168
31179,15,31,3169
31180,15,31,1683
31181,15,31,815
31183,15,31,3579
31184,15,31,7055
31185,15,31,3005
31186,15,31,2108
31187,15,31,627
31188,15,31,1499
31189,15,31,4421
31191,15,31,5401
31192,15,31,937
31193,15,31,4492
31194,15,31,2280
31195,15,31,1264
31196,15,31,7001
31197,15,31,7043
31198,15,31,7027
31199,15,31,732
31200,15,31,3655
31201,15,31,6925
31202,15,31,5818
31205,15,31,2807
31206,15,31,5063
31207,15,31,2078
31208,15,31,5368
31209,15,31,921
31210,15,31,1495
31211,15,31,6964
31212,15,31,993
31213,15,31,293
31214,15,31,223
31215,15,31,5864
31216,15,31,5678
31217,15,31,2424
31219,15,31,7004
31220,15,31,3604
31221,15,31,4420
31223,15,31,4155
31224,15,31,4018
31225,15,31,7026
31226,15,31,3206
31227,15,31,6270
31228,15,31,3123
31230,15,31,370
31231,15,31,558
31232,15,31,6751
31233,15,31,317
31234,15,31,914
31235,15,31,1176
31236,15,31,4448
31237,15,31,1393
31238,15,31,541
31239,15,31,2205
31240,15,31,3197
31241,15,31,982
31242,15,31,1732
31243,15,31,2259
31244,15,31,943
31246,15,31,1048
31247,15,31,804
31248,15,31,2273
31249,15,31,4935
31250,15,31,5389
31251,15,31,5459
31253,15,31,641
31254,15,31,5123
31255,15,31,471
31256,15,31,236
31257,15,31,3899
31258,15,31,6227
31259,15,31,3047
31260,15,31,4314
31261,15,31,1575
31262,15,31,1689
31263,15,31,1821
31264,15,31,1434
31265,15,31,7149
31901,15,31,6584
31902,15,31,5799
31903,15,31,6150
31904,15,31,4828
31905,15,31,5406
31906,15,31,5374
31907,15,31,6384
31908,15,31,4240
32001,12,32,5822
32002,12,32,4826
32003,12,32,3804
32004,12,32,4871
32005,12,32,3782
32006,12,32,4612
32007,12,32,4499
32008,12,32,6204
32009,12,32,6386
32010,12,32,2661
32011,12,32,3994
32012,12,32,3721
32013,12,32,5069
32014,12,32,4199
32015,12,32,3837
32016,12,32,3818
32017,12,32,4477
32018,12,32,4288
32019,12,32,6394
32020,12,32,5213
32021,12,32,3939
32022,12,32,4487
32023,12,32,4273
32024,12,32,5795
32025,12,32,4131
32026,12,32,5206
32027,12,32,4067
32028,12,32,4598
32029,12,32,2935
32030,12,32,4168
32031,12,32,3983
32032,12,32,6219
32033,12,32,3593
32034,12,32,4265
32035,12,32,4429
32036,12,32,4419
32037,12,32,3550
32038,12,32,2772
32039,12,32,4333
32040,12,32,4491
32041,12,32,3597
32042,12,32,4716
32043,12,32,5183
32044,12,32,3729
32045,12,32,5137
32046,12,32,4287
32047,12,32,4780
32048,12,32,4005
32049,12,32,3564
32050,12,32,5121
32051,12,32,4467
32052,12,32,4848
32053,12,32,4620
32054,12,32,6897
32055,12,32,4366
32056,12,32,4758
32057,12,32,3075
32058,12,32,5868
32059,12,32,4715
32060,12,32,3696
32061,12,32,4133
32062,12,32,3720
32063,12,32,4878
32064,12,32,3073
32065,12,32,3398
32066,12,32,3243
32067,12,32,4367
32068,12,32,4523
32069,12,32,5705
32070,12,32,3188
32071,12,32,4516
32072,12,32,5582
32073,12,32,4341
32074,12,32,4026
32075,12,32,5587
32076,12,32,4968
32077,12,32,4145
32078,12,32,4210
32079,12,32,4405
32080,12,32,2394
32081,12,32,4970
32082,12,32,4325
32083,12,32,3777
32084,12,32,3936
32085,12,32,6405
32086,12,32,5217
32087,12,32,4737
32088,12,32,4622
32089,12,32,4355
32090,12,32,3606
32091,12,32,4730
32092,12,32,3056
33001,3,33,4603
33002,3,33,6316
33003,3,33,3401
33004,3,33,6875
33005,3,33,4458
33006,3,33,4561
33007,3,33,4521
33008,3,33,4752
33009,3,33,3830
33010,3,33,4740
33011,3,33,6392
33012,3,33,5914
33013,3,33,2746
33014,3,33,6258
33015,3,33,4509
33016,3,33,6621
33017,3,33,5378
33018,3,33,5295
33019,3,33,5353
33020,3,33,6455
33021,3,33,5766
33022,3,33,3963
33023,3,33,5428
33024,3,33,6941
33025,3,33,6243
33026,3,33,6246
33027,3,33,3714
33028,3,33,4401
33029,3,33,2467
33030,3,33,3781
33031,3,33,6800
33032,3,33,6385
33033,3,33,6327
33034,3,33,6351
33035,3,33,6389
33036,3,33,6383
33037,3,33,6794
33038,3,33,5077
33039,3,33,4593
33040,3,33,5752
33041,3,33,6130
33042,3,33,5725
33043,3,33,3367
33044,3,33,6935
33045,3,33,5783
33046,3,33,2927
33047,3,33,4124
33048,3,33,1045
33049,3,33,6032
33050,3,33,3182
33051,3,33,6133
33052,3,33,3426
33053,3,33,4080
33054,3,33,4610
33055,3,33,4566
33056,3,33,5859
33057,3,33,4627
33058,3,33,4745
33059,3,33,5769
33060,3,33,6504
33061,3,33,2606
33062,3,33,2684
33063,3,33,2740
33064,3,33,1561
33065,3,33,4102
33066,3,33,6817
33067,3,33,3532
33068,3,33,4161
33069,3,33,5460
33070,3,33,5447
33071,3,33,3291
33072,3,33,4577
33073,3,33,6239
33074,3,33,5487
33075,3,33,2045
33076,3,33,6423
33077,3,33,4267
33078,3,33,786
34003,7,34,952
34004,7,34,5965
34005,7,34,3769
34010,7,34,3030
34011,7,34,2451
34012,7,34,2320
34017,7,34,3828
34018,7,34,1467
34019,7,34,582
34020,7,34,7054
34022,7,34,4118
34023,7,34,5895
34024,7,34,7110
34027,7,34,4223
34028,7,34,777
34029,7,34,3605
34034,7,34,197
34035,7,34,401
34036,7,34,1386
34037,7,34,2212
34038,7,34,1926
34041,7,34,207
34042,7,34,2075
34047,7,34,4781
34049,7,34,2511
34050,7,34,1443
34051,7,34,272
34052,7,34,1188
34053,7,34,1497
34055,7,34,1878
34056,7,34,4973
34057,7,34,2667
34058,7,34,1280
34059,7,34,2654
34060,7,34,705
34061,7,34,388
34062,7,34,994
34063,7,34,384
34067,7,34,525
34069,7,34,5057
34070,7,34,1063
34071,7,34,1310
34072,7,34,1029
34073,7,34,1103
34074,7,34,3481
34076,7,34,3258
34077,7,34,2055
34079,7,34,4581
34080,7,34,5944
34083,7,34,4823
34084,7,34,723
34086,7,34,132
34087,7,34,7025
34088,7,34,1555
34089,7,34,962
34091,7,34,581
34092,7,34,2184
34093,7,34,157
34098,7,34,3839
34100,7,34,689
34102,7,34,1474
34103,7,34,91
34104,7,34,1760
34106,7,34,345
34108,7,34,3104
34109,7,34,6989
34114,7,34,1441
34120,7,34,6871
34121,7,34,1318
34123,7,34,4692
34125,7,34,7109
34126,7,34,2008
34127,7,34,559
34129,7,34,1208
34130,7,34,1518
34132,7,34,481
34133,7,34,253
34135,7,34,2662
34136,7,34,1372
34139,7,34,1254
34140,7,34,154
34141,7,34,1521
34143,7,34,1159
34146,7,34,6968
34147,7,34,1266
34149,7,34,7035
34151,7,34,1069
34152,7,34,763
34155,7,34,788
34157,7,34,5159
34158,7,34,2217
34159,7,34,2574
34160,7,34,812
34167,7,34,419
34169,7,34,2649
34171,7,34,3991
34174,7,34,1431
34175,7,34,146
34176,7,34,783
34177,7,34,1032
34178,7,34,216
34181,7,34,2778
34182,7,34,3833
34189,7,34,7108
34192,7,34,172
34199,7,34,4291
34201,7,34,1251
34206,7,34,3842
34210,7,34,134
34211,7,34,1375
34214,7,34,1091
34215,7,34,749
34217,7,34,4271
34218,7,34,2938
34220,7,34,936
34221,7,34,1009
34222,7,34,310
34223,7,34,1685
34225,7,34,5875
34228,7,34,2
34231,7,34,1534
34232,7,34,3576
34233,7,34,682
34236,7,34,968
34237,7,34,3298
34238,7,34,2272
34240,7,34,109
34242,7,34,438
34243,7,34,2249
34245,7,34,2062
34901,7,34,4245
34902,7,34,1019
34903,7,34,1591
34904,7,34,2183
35001,5,35,5785
35002,5,35,6704
35003,5,35,6221
35004,5,35,6824
35005,5,35,4045
35006,5,35,6760
35007,5,35,3352
35008,5,35,6012
35009,5,35,6644
35010,5,35,5659
35011,5,35,6709
35012,5,35,6618
35013,5,35,6056
35014,5,35,6617
35015,5,35,6558
35016,5,35,6947
35017,5,35,6756
35018,5,35,6511
35019,5,35,6818
35020,5,35,6100
35021,5,35,6534
35022,5,35,6846
35023,5,35,6397
35024,5,35,6567
35025,5,35,4742
35026,5,35,6895
35027,5,35,6346
35028,5,35,6543
35029,5,35,5787
35030,5,35,6361
35031,5,35,6144
35032,5,35,5418
35033,5,35,6028
35034,5,35,6406
36001,12,36,5190
36002,12,36,5377
36003,12,36,6306
36004,12,36,6325
36005,12,36,6203
36006,12,36,6387
36007,12,36,4661
36008,12,36,6665
36009,12,36,5735
36010,12,36,5307
36011,12,36,4541
36012,12,36,5530
36013,12,36,5104
36014,12,36,4849
36015,12,36,5647
36016,12,36,4063
36017,12,36,6591
36018,12,36,5431
36019,12,36,4585
36020,12,36,5041
36021,12,36,6391
36022,12,36,6275
36023,12,36,6225
36024,12,36,6569
36025,12,36,5115
36026,12,36,6657
36027,12,36,5728
36028,12,36,5635
36029,12,36,6548
36030,12,36,5619
36031,12,36,3155
36032,12,36,5532
36033,12,36,6431
36034,12,36,5516
36035,12,36,6499
36036,12,36,5179
36037,12,36,5199
36038,12,36,6873
36039,12,36,6506
36040,12,36,5170
36041,12,36,6469
36042,12,36,6630
36043,12,36,5786
36044,12,36,5191
36045,12,36,6706
36046,12,36,5677
36047,12,36,5122
36048,12,36,5899
36049,12,36,6123
36050,12,36,6165
36051,12,36,6493
36052,12,36,6142
36053,12,36,5976
36054,12,36,6373
36055,12,36,6489
36056,12,36,5832
36057,12,36,6942
36058,12,36,5829
36059,12,36,5838
36060,12,36,6766
36061,12,36,6238
36901,12,36,5644
37001,7,37,1383
37002,7,37,671
37003,7,37,506
37006,7,37,639
37007,7,37,2798
37008,7,37,5715
37009,7,37,1481
37010,7,37,3989
37011,7,37,536
37012,7,37,766
37013,7,37,434
37014,7,37,4175
37015,7,37,2080
37016,7,37,3122
37017,7,37,1770
37018,7,37,412
37019,7,37,784
37020,7,37,2759
37021,7,37,7017
37022,7,37,1932
37023,7,37,4275
37024,7,37,79
37025,7,37,1820
37026,7,37,1263
37027,7,37,1763
37028,7,37,960
37029,7,37,1365
37031,7,37,2433
37032,7,37,2985
37033,7,37,43
37035,7,37,2154
37037,7,37,400
37038,7,37,3622
37039,7,37,2064
37040,7,37,2527
37042,7,37,7070
37044,7,37,2761
37046,7,37,6401
37047,7,37,1193
37049,7,37,794
37052,7,37,1880
37054,7,37,1853
37055,7,37,613
37057,7,37,1511
37059,7,37,554
37060,7,37,1498
37061,7,37,1693
37063,7,37,7123
37065,7,37,2177
37067,7,37,5464
37068,7,37,2413
37069,7,37,3926
37070,7,37,3017
37072,7,37,1108
37073,7,37,3099
37074,7,37,1051
37077,7,37,1841
37078,7,37,3737
37080,7,37,1756
37081,7,37,3872
37082,7,37,3726
37083,7,37,1200
37085,7,37,5891
37086,7,37,160
37087,7,37,3810
37088,7,37,1411
37091,7,37,1110
37092,7,37,4589
37096,7,37,1513
37098,7,37,2196
37099,7,37,7122
37101,7,37,1096
37102,7,37,2495
37103,7,37,2914
37106,7,37,1836
37107,7,37,6374
37108,7,37,90
37109,7,37,1109
37110,7,37,342
37112,7,37,948
37113,7,37,2615
37115,7,37,681
37117,7,37,4468
37118,7,37,624
37119,7,37,292
37120,7,37,221
37121,7,37,3022
37122,7,37,1491
37123,7,37,1260
37124,7,37,1538
37125,7,37,1614
37127,7,37,1589
37128,7,37,1706
37129,7,37,1759
37130,7,37,1036
37131,7,37,1283
37132,7,37,2392
37134,7,37,1646
37135,7,37,4226
37136,7,37,3269
37137,7,37,215
37138,7,37,1545
37139,7,37,1479
37140,7,37,3961
37141,7,37,852
37142,7,37,3278
37143,7,37,2567
37144,7,37,2408
37145,7,37,1848
37146,7,37,596
37147,7,37,1104
37148,7,37,2719
37150,7,37,6978
37151,7,37,672
37152,7,37,2738
37154,7,37,785
37155,7,37,7051
37156,7,37,5821
37158,7,37,1773
37159,7,37,75
37160,7,37,3248
37161,7,37,751
37162,7,37,1508
37163,7,37,7050
37164,7,37,2002
37166,7,37,1347
37167,7,37,877
37168,7,37,2818
37169,7,37,1220
37170,7,37,4578
37171,7,37,2821
37172,7,37,3667
37173,7,37,4559
37174,7,37,4068
37175,7,37,2549
37177,7,37,1971
37178,7,37,89
37179,7,37,1468
37181,7,37,1906
37182,7,37,116
37183,7,37,2496
37184,7,37,2254
37185,7,37,3180
37186,7,37,164
37187,7,37,3131
37188,7,37,1222
37189,7,37,645
37190,7,37,1480
37191,7,37,443
37192,7,37,2487
37193,7,37,2657
37194,7,37,1871
37197,7,37,88
37198,7,37,1542
37199,7,37,775
37200,7,37,1395
37201,7,37,1844
37202,7,37,4084
37203,7,37,981
37204,7,37,1842
37205,7,37,1606
37206,7,37,228
37207,7,37,1857
37209,7,37,2600
37211,7,37,1428
37212,7,37,488
37213,7,37,124
37214,7,37,548
37215,7,37,949
37216,7,37,1997
37219,7,37,1165
37221,7,37,2704
37222,7,37,387
37223,7,37,473
37224,7,37,1349
37225,7,37,433
37226,7,37,899
37228,7,37,2372
37229,7,37,776
37230,7,37,1578
37231,7,37,1838
37232,7,37,2542
37234,7,37,2293
37235,7,37,1547
37236,7,37,733
37237,7,37,2245
37238,7,37,362
37239,7,37,1530
37240,7,37,3783
37241,7,37,1004
37242,7,37,204
37243,7,37,323
37244,7,37,743
37245,7,37,2266
37246,7,37,5919
37247,7,37,1366
37248,7,37,823
37250,7,37,2409
37251,7,37,576
37252,7,37,366
37253,7,37,725
37254,7,37,1212
37256,7,37,1562
37258,7,37,1369
37260,7,37,928
37261,7,37,1544
37262,7,37,6991
37263,7,37,2294
37264,7,37,7128
37265,7,37,1500
37267,7,37,1392
37268,7,37,260
37269,7,37,2774
37270,7,37,1425
37271,7,37,2447
37272,7,37,809
37273,7,37,295
37274,7,37,6913
37275,7,37,495
37276,7,37,1027
37278,7,37,3701
37279,7,37,3512
37282,7,37,1466
37283,7,37,599
37284,7,37,2107
37285,7,37,2630
37286,7,37,1579
37287,7,37,2209
37288,7,37,1740
37289,7,37,1694
37290,7,37,575
37291,7,37,1869
37293,7,37,399
37294,7,37,6421
37296,7,37,2303
37297,7,37,2765
37298,7,37,1272
37299,7,37,1565
37300,7,37,3163
37302,7,37,2226
37303,7,37,1296
37304,7,37,1107
37305,7,37,1361
37306,7,37,1949
37307,7,37,974
37310,7,37,860
37311,7,37,1586
37312,7,37,1942
37313,7,37,3092
37316,7,37,3611
37317,7,37,2095
37318,7,37,1450
37319,7,37,521
37321,7,37,869
37322,7,37,5272
37323,7,37,3008
37324,7,37,2453
37325,7,37,183
37327,7,37,1199
37328,7,37,1451
37330,7,37,2227
37331,7,37,1506
37333,7,37,1616
37335,7,37,2633
37337,7,37,724
37338,7,37,36
37339,7,37,2072
37340,7,37,703
37342,7,37,1698
37344,7,37,1780
37345,7,37,1116
37346,7,37,1719
37347,7,37,2916
37348,7,37,322
37349,7,37,530
37350,7,37,2610
37351,7,37,1907
37352,7,37,1323
37353,7,37,597
37354,7,37,5909
37355,7,37,922
37356,7,37,6959
37357,7,37,1790
37358,7,37,913
37359,7,37,1177
37360,7,37,1630
37361,7,37,26
37362,7,37,5823
37363,7,37,479
37364,7,37,3641
37365,7,37,1238
37367,7,37,1329
37369,7,37,850
37370,7,37,2271
37371,7,37,1380
37372,7,37,680
37373,7,37,3556
37374,7,37,4268
37375,7,37,3545
37376,7,37,5085
37377,7,37,1722
37378,7,37,179
37379,7,37,1047
37381,7,37,735
37382,7,37,1227
38001,5,38,6797
38002,5,38,3923
38003,5,38,4649
38004,5,38,5742
38005,5,38,6026
38006,5,38,6861
38007,5,38,4690
38008,5,38,5966
38009,5,38,5708
38010,5,38,5614
38011,5,38,6662
38012,5,38,5132
38013,5,38,5444
38014,5,38,4531
38015,5,38,5653
38016,5,38,4351
38017,5,38,6787
38018,5,38,5721
38019,5,38,6556
38020,5,38,6515
38021,5,38,4698
38022,5,38,6631
38023,5,38,6914
38024,5,38,6570
38025,5,38,6109
38026,5,38,6790
38027,5,38,6018
38028,5,38,6721
38029,5,38,4462
38030,5,38,4885
38031,5,38,6767
38032,5,38,6487
38033,5,38,5569
38034,5,38,5655
38035,5,38,6466
38036,5,38,6131
38037,5,38,6467
38038,5,38,6929
38039,5,38,6390
38040,5,38,6241
38041,5,38,6136
38042,5,38,5632
38043,5,38,6636
38044,5,38,5062
38045,5,38,5599
38046,5,38,6257
38047,5,38,5012
38048,5,38,5646
38049,5,38,5560
38050,5,38,5133
38051,5,38,6132
38052,5,38,4504
38053,5,38,5613
38901,5,38,4482
39001,6,39,4940
39002,6,39,5513
39003,6,39,2069
39004,6,39,4512
39005,6,39,4446
39006,6,39,4731
39007,6,39,2731
39008,6,39,6498
39009,6,39,5471
39010,6,39,3345
39011,6,39,4689
39012,6,39,6075
39013,6,39,3214
39014,6,39,3824
39015,6,39,3767
39016,6,39,6723
39017,6,39,3187
39018,6,39,5749
39019,6,39,4954
39020,6,39,6729
39021,6,39,2977
39022,6,39,4142
39023,6,39,6065
39024,6,39,4906
39025,6,39,6290
39026,6,39,4750
39027,6,39,5399
39028,6,39,5578
39029,6,39,3336
39030,6,39,4882
39031,6,39,4306
39032,6,39,4485
39033,6,39,3080
39034,6,39,1835
39035,6,39,6311
39036,6,39,4074
39037,6,39,4911
39038,6,39,4555
39039,6,39,3192
39040,6,39,5694
39041,6,39,4732
39042,6,39,6011
39043,6,39,4502
39044,6,39,5581
39045,6,39,2417
39046,6,39,4383
39047,6,39,5001
39048,6,39,4595
39049,6,39,2126
39050,6,39,2023
39052,6,39,6623
39053,6,39,1524
39054,6,39,5737
39055,6,39,4277
39056,6,39,5094
39057,6,39,5033
39058,6,39,3759
39059,6,39,6205
39060,6,39,6076
39061,6,39,5547
39062,6,39,4755
39063,6,39,3853
39064,6,39,4400
39065,6,39,1765
39066,6,39,3800
39067,6,39,3707
39068,6,39,3405
39069,6,39,4856
39070,6,39,870
39071,6,39,2695
39072,6,39,2382
39073,6,39,6314
39074,6,39,6140
39075,6,39,6920
39076,6,39,5497
39077,6,39,1793
39078,6,39,4371
39079,6,39,6286
39080,6,39,5533
39081,6,39,2694
39082,6,39,4650
39083,6,39,4116
39084,6,39,3772
39085,6,39,6086
39086,6,39,2411
39087,6,39,6823
39089,6,39,795
39090,6,39,3491
39091,6,39,4837
39092,6,39,3912
39093,6,39,2127
39094,6,39,3849
39095,6,39,5066
39096,6,39,3473
39097,6,39,3449
39098,6,39,4480
39099,6,39,5383
39100,6,39,3882
39101,6,39,2103
39102,6,39,5040
40001,7,40,3527
40003,7,40,771
40004,7,40,3174
40010,7,40,601
40012,7,40,2030
40017,7,40,426
40018,7,40,94
40019,7,40,7095
40020,7,40,1459
40022,7,40,1440
40024,7,40,4205
40025,7,40,1257
40026,7,40,876
40028,7,40,233
40030,7,40,2958
40031,7,40,3200
40032,7,40,3384
40035,7,40,988
40036,7,40,3209
40039,7,40,2057
40040,7,40,5430
40041,7,40,4211
40043,7,40,4980
40044,7,40,747
40045,7,40,873
40046,7,40,528
40052,7,40,329
40053,7,40,621
40054,7,40,1016
40057,7,40,4634
40058,7,40,2270
40059,7,40,721
40063,7,40,6181
40065,7,40,3600
40069,7,40,225
40070,7,40,902
40071,7,40,7121
40072,7,40,1284
40073,7,40,2924
40074,7,40,2017
40075,7,40,1240
40076,7,40,6177
40077,7,40,3760
40078,7,40,1074
40079,7,40,1536
40080,7,40,19
40081,7,40,675
40082,7,40,475
40083,7,40,764
40086,7,40,3672
40087,7,40,227
40088,7,40,2172
40089,7,40,1635
40091,7,40,570
40092,7,40,127
40094,7,40,2604
40095,7,40,3242
40097,7,40,1470
40100,7,40,2065
40101,7,40,3894
40103,7,40,832
40104,7,40,2137
40106,7,40,1503
40107,7,40,550
40108,7,40,240
40110,7,40,2478
40112,7,40,5301
40113,7,40,2770
40115,7,40,456
40119,7,40,1523
40120,7,40,1180
40121,7,40,2204
40122,7,40,3136
40123,7,40,1337
40124,7,40,1787
40125,7,40,42
40128,7,40,842
40129,7,40,1259
40130,7,40,608
40134,7,40,3771
40135,7,40,1929
40136,7,40,1053
40138,7,40,5134
40139,7,40,2035
40140,7,40,212
40141,7,40,3935
40143,7,40,129
40145,7,40,4246
40146,7,40,2419
40148,7,40,1984
40149,7,40,3147
40152,7,40,3725
40155,7,40,5565
40156,7,40,2539
40159,7,40,746
40160,7,40,379
40162,7,40,2976
40164,7,40,1322
40165,7,40,28
40166,7,40,1931
40170,7,40,4899
40171,7,40,7104
40172,7,40,6984
40173,7,40,1221
40174,7,40,2585
40176,7,40,2678
40177,7,40,997
40178,7,40,376
40179,7,40,3665
40180,7,40,2291
40181,7,40,5759
40182,7,40,1692
40183,7,40,791
40184,7,40,1986
40185,7,40,3887
40188,7,40,286
40189,7,40,3054
40191,7,40,1962
40192,7,40,1231
40193,7,40,1662
40194,7,40,6822
40195,7,40,4011
40198,7,40,7094
40199,7,40,432
40200,7,40,6960
40203,7,40,4046
40204,7,40,1239
40205,7,40,2034
40206,7,40,1121
40207,7,40,3693
40208,7,40,3856
40210,7,40,163
40213,7,40,217
40214,7,40,1800
40215,7,40,378
40216,7,40,3848
40218,7,40,155
40219,7,40,3359
40222,7,40,1730
40223,7,40,1737
40225,7,40,4392
40228,7,40,3156
40230,7,40,718
40231,7,40,698
40233,7,40,2928
40234,7,40,2644
40901,7,40,2864
40902,7,40,651
40903,7,40,304
40904,7,40,2339
40905,7,40,615
40906,7,40,5106
41001,1,41,4744
41002,1,41,4554
41003,1,41,5143
41004,1,41,6856
41005,1,41,6287
41006,1,41,5283
41007,1,41,6446
41008,1,41,4110
41009,1,41,4338
41010,1,41,5790
41011,1,41,6554
41012,1,41,5505
41013,1,41,5843
41014,1,41,5223
41015,1,41,5934
41016,1,41,6178
41017,1,41,6565
41018,1,41,6342
41019,1,41,5888
41020,1,41,6468
41021,1,41,6668
41022,1,41,5740
41023,1,41,6249
41024,1,41,6694
41025,1,41,4963
41026,1,41,5760
41027,1,41,5666
41028,1,41,5060
41029,1,41,6492
41030,1,41,3064
41031,1,41,4349
41032,1,41,5663
41033,1,41,5884
41034,1,41,6705
41035,1,41,4198
41036,1,41,5649
41037,1,41,5466
41038,1,41,6906
41039,1,41,6781
41040,1,41,6393
41041,1,41,6341
41042,1,41,5981
41043,1,41,3357
41044,1,41,6160
41045,1,41,5962
41046,1,41,5426
41047,1,41,6358
41048,1,41,5110
41049,1,41,6310
41050,1,41,5894
41051,1,41,5022
41052,1,41,5429
41053,1,41,6676
41054,1,41,3522
41055,1,41,6551
41056,1,41,5579
41057,1,41,1940
41058,1,41,6599
41059,1,41,6795
41060,1,41,6561
41061,1,41,5045
41062,1,41,5055
41063,1,41,5292
41064,1,41,5960
41065,1,41,6690
41066,1,41,4451
41067,1,41,6164
41068,1,41,6501
41069,1,41,6768
41070,1,41,6019
41071,1,41,5946
41072,1,41,5712
41073,1,41,4772
41074,1,41,5395
41075,1,41,6377
41076,1,41,5052
41077,1,41,6288
41078,1,41,5209
41079,1,41,6320
41080,1,41,4380
41081,1,41,6765
41082,1,41,5529
41083,1,41,4230
41084,1,41,5324
41085,1,41,5713
41086,1,41,6588
41087,1,41,6357
41088,1,41,3039
41089,1,41,6084
41090,1,41,5543
41091,1,41,6952
41092,1,41,6168
41093,1,41,6640
41094,1,41,6082
41095,1,41,6813
41096,1,41,6057
41097,1,41,5509
41098,1,41,5851
41099,1,41,5680
41100,1,41,4132
41101,1,41,6005
41102,1,41,6538
41901,1,41,5243
41902,1,41,5809
41903,1,41,6116
42001,7,42,2129
42003,7,42,7151
42004,7,42,5210
42006,7,42,1076
42007,7,42,679
42009,7,42,41
42017,7,42,1249
42018,7,42,966
42019,7,42,3066
42020,7,42,5805
42021,7,42,7087
42022,7,42,1625
42025,7,42,4543
42029,7,42,923
42030,7,42,239
42031,7,42,7090
42032,7,42,1102
42035,7,42,3724
42036,7,42,7074
42039,7,42,1705
42042,7,42,7086
42043,7,42,5684
42045,7,42,2342
42046,7,42,6973
42049,7,42,491
42055,7,42,1155
42057,7,42,1233
42058,7,42,431
42061,7,42,2031
42062,7,42,7002
42064,7,42,7034
42068,7,42,37
42069,7,42,4545
42071,7,42,977
42076,7,42,1574
42078,7,42,4078
42080,7,42,998
42081,7,42,1083
42085,7,42,1300
42090,7,42,66
42093,7,42,7085
42094,7,42,3023
42095,7,42,4786
42096,7,42,2193
42100,7,42,7023
42103,7,42,3406
42110,7,42,6994
42111,7,42,1955
42113,7,42,3394
42117,7,42,898
42119,7,42,1490
42120,7,42,1007
42123,7,42,1305
42128,7,42,7009
42129,7,42,3531
42132,7,42,978
42134,7,42,5405
42135,7,42,22
42141,7,42,269
42144,7,42,2748
42145,7,42,592
42149,7,42,2735
42152,7,42,58
42154,7,42,33
42155,7,42,1166
42158,7,42,461
42160,7,42,1918
42161,7,42,856
42162,7,42,5218
42163,7,42,6979
42164,7,42,4815
42165,7,42,3076
42167,7,42,2102
42168,7,42,452
42171,7,42,945
42172,7,42,7022
42173,7,42,6779
42174,7,42,1157
42175,7,42,7084
42178,7,42,539
42181,7,42,2618
42182,7,42,6971
42183,7,42,486
42188,7,42,7083
42190,7,42,383
42191,7,42,1206
42194,7,42,1174
42195,7,42,309
42205,7,42,7082
42209,7,42,833
42212,7,42,7021
42215,7,42,3687
42217,7,42,6993
42218,7,42,232
43001,9,43,3559
43002,9,43,4862
43003,9,43,2475
43004,9,43,6223
43005,9,43,5672
43006,9,43,3651
43007,9,43,3577
43008,9,43,2321
43009,9,43,4532
43010,9,43,2284
43011,9,43,4178
43012,9,43,5621
43013,9,43,5985
43014,9,43,6583
43015,9,43,182
43016,9,43,5738
43017,9,43,638
43018,9,43,2607
43019,9,43,4431
43020,9,43,5141
43021,9,43,2734
43022,9,43,4699
43023,9,43,1996
43024,9,43,4719
43025,9,43,3353
43026,9,43,4022
43027,9,43,1325
43028,9,43,5289
43029,9,43,2352
43030,9,43,3051
43031,9,43,4735
43032,9,43,3164
43033,9,43,3889
43034,9,43,3142
43035,9,43,2009
43036,9,43,3929
43037,9,43,6648
43038,9,43,6734
43039,9,43,305
43040,9,43,2379
43041,9,43,1676
43042,9,43,5079
43043,9,43,5493
43044,9,43,5814
43045,9,43,906
43046,9,43,394
43047,9,43,5916
43048,9,43,3956
43049,9,43,3751
43050,9,43,5284
43051,9,43,6337
43052,9,43,4062
43053,9,43,1405
43054,9,43,5413
43055,9,43,5109
43056,9,43,3866
43058,9,43,340
43059,9,43,2025
43060,9,43,5417
43061,9,43,7073
43062,9,43,2507
43063,9,43,3457
43064,9,43,5185
43065,9,43,2921
43066,9,43,1049
43067,9,43,3573
43068,9,43,3351
43069,9,43,1599
43070,9,43,1883
43071,9,43,4071
43073,9,43,141
43074,9,43,4818
43075,9,43,142
43076,9,43,3057
43077,9,43,3042
