id,area
01001_AM,358.49570225428363
01002,96.15261237841057
01010_AM,198.91989001161406
01031_AM,367.6831720369828
01036,37.42738797760106
01043_AM,504.04444977169106
01047_AM,366.1628554707076
01051,37.870227640411045
01058_AM,177.26400996206561
0105901,1.4228363533549355
0105902,7.896848737907109
0105903,3.9236009509709695
0105904,3.7307510363497083
0105905,8.533119771270616
0105906,251.86349956466546
01063_AM,224.5865835318098
01901_AM,318.58024274874504
0200301,6.522615526599699
0200302,4.385991993223467
0200303,0.9714053859352811
0200304,3.703678989229581
0200305,1.0004491573557128
0200306,1.7898231882457794
0200307,5.312803834092675
0200308,1119.198370020846
02008_AM,1464.6891048802172
02009,532.6753039864057
02010_AM,624.4059505472326
02012_AM,680.2843673215403
02021_AM,848.6786687591908
02024_AM,194.34474441076662
02025,141.81136152016475
02029_AM,782.8651013974123
02030_AM,816.9285523446657
02033_AM,566.3252577906635
02037,782.5002648967434
02045_AM,276.4626354927606
02053_AM,977.0599241078746
02063_AM,612.6573663293972
02067_AM,777.2577627108072
02069_AM,655.0835061689365
02073_AM,259.60082119958486
02074,325.3935061183929
02079_AM,401.36493096363154
02081,863.578066670382
02086_AM,1212.5577021834324
03002_AM,137.22531264317976
03005_AM,73.48739015685904
0300901,0.5754710835001398
0300902,1.3464294683959177
0300903,0.7269815965572815
0300904,0.432718030857849
0300905,0.6559287879109262
0300906,0.29925005491025286
0300907,0.47268757516431487
0300908,125.56066598793316
03011,19.3138349044246
0301401,1.9588628066062241
0301402,1.5575203122499504
0301403,2.755667496532971
0301404,52.35683029364662
0301405,1.9850368971341537
0301406,11.27754977334119
0301407,5.616768180658329
0301408,124.10033588499556
03015,25.323938526898534
03018,34.48697820846903
03019,70.97205534643672
03021,50.35553737525185
03024,9.131675636080631
03026_AM,38.24392056941371
03028_AM,283.6518727293162
0303101,0.8047434662382723
0303102,12.08214258408471
0303103,7.790891560574391
0303104,17.68269416157599
03035_AM,395.3991298457178
03041,69.76806186227277
03043_AM,174.41373908713777
