id,area,Y,M,O,Total
41079,374591187.3405483,3896,7178,1052,12126
41080_AM,897253771.8425964,1768,4630,1571,7969
41081,139718413.42455342,11862,21778,5253,38893
41082,76820706.3350282,1123,2585,717,4425
41084_AM,45704555.07184182,1851,3946,914,6711
41085,57587941.13005803,1510,3038,1191,5739
41086,4134952.0531881107,4682,13379,3001,21062
41087,135524959.85122317,3521,7681,2839,14041
41089,8368362.384173936,2265,4501,1509,8275
41090_AM,209426811.45793548,2894,6362,2213,11469
4109101,4234252.781401814,18946,31495,2643,53084
4109102,3224308.5828102916,24706,41071,3447,69224
4109103,3198495.7358313245,16072,26717,2242,45031
4109104,7456972.697184332,30106,50047,4201,84354
4109105,7543684.308760167,22157,36834,3092,62083
4109106,9264219.941213822,14568,25299,3312,43179
4109107,38531064.982013345,24847,42050,4685,71582
4109108,5619570.937134692,20614,34268,2876,57758
4109109,30988470.961687956,36009,60041,5171,101221
4109110,16327744.278998476,13632,22662,1902,38196
4109111,15207594.895723142,7740,13146,1717,22603
41092,15504885.049938766,2307,5891,1668,9866
41093,5217203.209134413,6154,13111,5342,24607
41094,12566083.363141183,2434,5147,1053,8634
4109501,1046353.6053853012,3244,7193,2498,12935
4109502_AD,1467980.3599091955,2836,6288,2183,11307
4109503,1146207.8925943028,2439,5410,1878,9727
4109505,681915003.3611554,4964,11022,3787,19773
41096_AM,27259369.38087911,2889,6583,1603,11075
41098,4734055.446624754,949,3524,2483,6956
41099,151162723.38710678,1511,3110,647,5268
41101,41133484.17635094,1904,4488,1792,8184
41102,20268025.043439914,3233,11218,5122,19573
41902,114780286.89659111,1462,3341,1220,6023
41903,30494277.810264792,1938,5364,1218,8520
42020,166668938.8113674,1133,3080,893,5106
42025_AM,2472454558.998285,1237,2676,909,4822
42035_AM,2164938908.3869143,1349,3108,803,5260
42043_AM,473474560.7385991,1304,2907,966,5177
42069_AM,689195566.9549536,829,2180,849,3858
42094_AM,1557860677.9283297,1147,2667,852,4666
42095_AM,821844224.7015026,1193,2927,982,5102
42134_AM,351799074.8085143,1563,3621,820,6004
42162_AM,1340739749.8329172,1548,3537,1237,6322
42173,272060145.8695556,9960,21403,7582,38945
43004,46947626.13711976,2659,5146,1479,9284
43005,46289185.235393606,1243,2740,1055,5038
43009_AM,334681728.1737459,1242,3096,993,5331
43012,6899945.817929179,1352,3014,897,5263
43013,66777982.23502772,1800,3629,1431,6860
43014,137818428.04862666,5739,12677,3007,21423
43016,14201367.092326224,1457,2824,882,5163
43019_AM,394452782.34824693,1479,3383,1010,5872
43026_AM,295736177.8478978,1447,3588,1138,6173
43028_AM,52198686.89035473,1541,3492,1050,6083
43037,20397360.689306285,7517,16409,3431,27357
43038_AM,45914267.607256226,8878,20592,6100,35570
43042_AM,11130503.12821089,845,2375,1112,4332
43043_AM,44328985.60921008,1285,3539,1263,6087
43044,109069178.30125743,1394,3156,1049,5599
43047,31058137.077624124,2070,3746,504,6320
43050_AM,22726715.36738264,1930,4259,805,6994
43051,9661111.016376814,2708,7611,2919,13238
43052_AM,427294987.1311233,1255,2737,773,4765
43054_AM,112922534.85115308,1217,2662,859,4738
43055_AM,170040238.47033215,1075,2645,735,4455
43060_AM,272812050.2554792,1552,3211,930,5693
43064_AM,198880916.2991947,1150,2858,1141,5149
43086,91558211.92151482,1807,4284,1375,7466
43090_AM,259011512.91208056,1510,3319,922,5751
43092,63675454.41686825,3698,6642,2151,12491
43093,44948587.46344651,1239,2982,1305,5526
43094_AM,258954816.5377402,1266,3054,854,5174
43100,5157529.65004557,1283,2818,374,4475
43108_AM,132575180.44831131,1294,2999,826,5119
43109_AM,21701382.40445744,2448,4771,1652,8871
4312301,290307.3951683444,1063,2330,1129,4522
4312302,759117.5832656388,4270,9356,4534,18160
4312303,1153059.4550897325,3919,8586,4161,16666
4312304,288773.5036579449,2063,4520,2190,8773
4312305,473152.62237975316,2372,5196,2518,10086
4312306,1845597.892203166,4406,9653,4678,18737
4312307,11812842.114459017,2147,4592,2026,8765
4312308,13929983.130986566,2742,5995,2842,11579
4312309_AD,22683506.2046302,1259,2832,1338,5429
43126_AM,155017163.17057642,2313,4940,1458,8711
43128_AM,147137816.98157296,1458,3151,835,5444
43129_AM,51257547.96244217,2493,6392,2492,11377
43131,16315472.573204074,2182,3830,1021,7033
43133,137315639.50685027,2025,4265,1666,7956
43136,53159994.57825044,4206,8769,2272,15247
43137_AM,29276272.732051656,1077,2776,947,4800
43138_AM,201122695.4850041,1843,4276,1370,7489
43139_AM,307056797.8424715,1319,3170,881,5370
43140_AM,29955943.838777382,2347,5025,1464,8836
43145,35292648.062394165,1184,3229,941,5354
4314801_AD,1257190.9428462822,2019,4498,1429,7946
4314804,1475644.8336677372,4190,9335,2967,16492
4314805,907649.9779543304,2763,6155,1956,10874
4314806,12123141.192376094,5989,13078,4028,23095
4314807,36798852.73135919,10825,24076,7232,42133
4314808,3038106.5531367688,5542,12212,3866,21620
4314809,527391.3769214081,2199,4687,1465,8351
43153,8664809.563705586,3475,9292,3705,16472
43155,218698052.52760735,8044,19249,6136,33429
43156,127194207.66826625,1275,3400,1687,6362
43161,55380496.304280065,6768,12727,3795,23290
43162,102868139.12749235,1564,3850,889,6303
43163,36601865.26061179,9497,22252,6344,38093
43166_AM,38681824.09478589,1407,2856,734,4997
43171,21605109.42325451,5886,12202,4333,22421
43176_AM,291612490.6491471,1566,3612,999,6177
43901_AM,167034845.60242116,3869,8979,2586,15434
43904_AM,60648132.85222705,2265,4566,1014,7845
43905,15159102.622422349,7098,14804,4379,26281
43906_AM,136414135.29336601,1855,3564,842,6261
43907,7108017.779442683,1624,3214,976,5814
44008_AM,795843176.3133956,1758,3845,1167,6770
44009_AM,1370706290.117513,1164,2592,736,4492
44013,472544069.64469504,4721,9825,2242,16788
44014_AM,475326997.13596165,1262,2796,819,4877
44025,141452955.57410702,2351,4746,1054,8151
44050_AM,1027927191.3284916,1418,3348,861,5627
44051_AM,314807352.6654303,1059,2758,1028,4845
44059_AM,2075379689.0536451,1197,2777,856,4830
44068_AM,645553870.5120815,1206,2559,747,4512
44076_AM,1323897086.8279314,1749,3750,1007,6506
44153_AM,648835759.7918164,1515,3315,885,5715
44155_AM,1266647762.5098288,1445,3298,1001,5744
44158_AM,1094215173.4451733,1267,2763,844,4874
44210_AM,1541196337.8366027,1292,2762,726,4780
44216,440855857.5384432,8033,18310,7444,33787
44238_AM,649941506.2376764,1137,2600,755,4492
44246_AM,526972984.0296334,1359,3057,984,5400
45002_AM,82596647.54635131,2349,4682,1031,8062
45014,39629541.514277,901,2974,1501,5376
45015_AM,176065098.8901798,1172,2790,843,4805
45016,23795565.024241682,1708,3541,877,6126
45019,89637375.8284078,2224,6098,2072,10394
45020_AM,831612422.0404778,1548,3394,715,5657
45023_AM,63682724.31662157,1228,3428,1041,5697
45028,219803290.31355444,1105,3235,1170,5510
45031_AM,85228994.32508583,1914,4429,1421,7764
45037_AM,277039649.0208465,1560,3645,1014,6219
45038,24932071.716034193,1442,3299,778,5519
45040_AM,377916679.4853981,2276,5230,1609,9115
45041,92267000.10235803,1874,4233,1111,7218
45045_AM,498788632.68023825,2049,4205,1010,7264
45046_AM,128793166.9449829,1632,3442,904,5978
45047_AM,48811733.08219774,1390,3056,991,5437
45052_AM,32938979.032268234,1345,3067,878,5290
45053,359028038.79102117,2585,6245,1483,10313
45054_AM,536439502.04469407,2581,5330,1442,9353
45061_AM,188474369.77588055,1798,3741,807,6346
45064_AM,85190557.32466802,2427,5537,1500,9464
45066,68372568.41762684,2498,6608,2114,11220
45069_AM,172452067.76833293,1763,3574,897,6234
45071_AM,365010561.46914256,1532,3167,854,5553
45081,57385363.838554494,7817,17687,2420,27924
45084_AM,554865410.5356263,1757,3945,1108,6810
45087,262393331.38559306,2768,5987,1565,10320
45098_AM,420093782.3277577,1605,3541,1020,6166
45099_AM,109289087.20758082,2833,6040,1267,10140
45101_AM,237502615.15706748,2064,4198,979,7241
45102_AM,59954991.01028603,2246,5395,1262,8903
45106,168749695.73578557,2812,6005,1665,10482
45107,82223191.83452974,1447,2750,675,4872
45109_AM,480532913.8454061,998,2877,1189,5064
45112_AM,598852917.7076696,1479,3116,741,5336
45115_AM,224790706.59117693,1709,3960,937,6606
45118_AM,61691557.73208421,1411,3289,779,5479
45119_AM,57845799.49534672,2477,5038,1263,8778
45121_AM,170856869.29117692,3198,6457,2443,12098
45122,40328952.44012623,2281,4747,861,7889
45123,41369945.02573906,1219,2981,623,4823
45124_AM,426703540.89298874,1731,3443,753,5927
45125_AM,791063765.8552486,2737,5928,1481,10146
45132_AM,90539028.16778155,1282,3394,1224,5900
45133_AM,252123712.99567184,2458,5072,1522,9052
45135_AM,189541657.00300282,2803,5936,1123,9862
45136,141485416.23543414,2299,4834,1251,8384
45137_AM,717796916.0428152,1847,3935,1265,7047
45140_AM,383397461.9398628,1580,3545,942,6067
45142,87960273.5503588,3375,7045,1438,11858
45145_AM,84510515.95898055,2165,4557,1180,7902
45156_AM,446514285.4502843,1973,4106,1319,7398
45157_AM,196296379.94690987,2090,4298,1034,7422
45158_AM,208378338.22675508,1604,3374,902,5880
45161,71823873.05452202,6275,13873,3897,24045
45163,59768971.563189514,2888,6694,1606,11188
4516501,62254745.67622838,3693,8727,808,13228
4516502,55622818.31295848,7022,16573,1604,25199
4516503,11399912.404672367,8352,20210,2643,31205
4516504,56995679.06414372,3719,8788,814,13321
4516801_AD,1293818.2162305159,1935,5548,1631,9114
4516805,113934240.58059,7817,21615,6276,35708
4516806,25371710.604465388,1128,3160,904,5192
4516807,91050065.08892192,6153,17277,4986,28416
45173,17361701.596250847,4992,7808,962,13762
45176,15159116.582177533,1795,3497,634,5926
45181_AM,324669696.0642514,2502,4990,1000,8492
45185,268817832.4558889,2941,5689,1535,10165
45187_AM,313245432.49047184,2285,4885,1165,8335
45197_AM,221568226.41089982,1376,2992,884,5252
45199_AM,85822409.53613801,2704,5679,1050,9433
45200_AM,896446073.9143357,2317,5252,1166,8735
45201,20312707.463737126,1204,3366,1248,5818
45202,84773416.99964204,1626,3362,636,5624
45203_AM,61107860.05259242,2429,5958,1559,9946
45205,15161771.331607046,3090,6837,1615,11542
46001_AM,370618011.63412124,560,1383,385,2328
46005,3916778.54311818,7365,17541,3881,28787
46006_AM,55830698.95161321,2019,5253,1602,8874
46007_AM,11083079.410152815,4347,10411,3555,18313
46008_AM,29109855.328637876,2434,5032,1256,8722
46011_AM,38645164.83528443,4110,7567,2039,13716
46013,8352187.0018791305,5594,13890,3616,23100
46014_AM,11612626.91275676,3077,6478,1089,10644
46015,9021193.279161068,2807,5800,1262,9869
46016_AM,52136568.454702266,1421,3459,943,5823
46017,110558147.8301396,12389,25929,5787,44105
46019,23742301.185376544,3421,6676,1926,12023
46020,5201283.736957634,1275,2945,1030,5250
46021,16083848.978841184,8406,17480,5011,30897
46022_AM,10127676.909079524,5930,11810,2624,20364
46029,41528400.55726117,6924,14498,5940,27362
46031,24117456.93106601,3698,8025,1926,13649
46032,2755366.577781315,1420,4048,1825,7293
46035,10769056.472012801,2332,5294,1237,8863
46039_AM,55636862.023877874,1221,3255,1055,5531
46042_AM,136598595.15886086,2580,5593,1357,9530
46044,447152603.00599444,1203,3053,1186,5442
46048_AM,7778505.599259509,2550,5028,973,8551
46051,25439654.116417132,3032,6779,1435,11246
46054,779493.3084279598,4034,8081,1995,14110
46060,20141073.84566114,3363,7167,1421,11951
46062,33531825.855753522,1654,3311,1023,5988
46070,75155384.11190805,6955,14786,3678,25419
46072,97078900.01962082,1219,2430,588,4237
46074_AM,4564749.042963545,2155,6049,2006,10210
46077,112518389.64971602,2329,5748,1831,9908
46078,3513287.5984789142,9316,20868,5541,35725
46081,21851061.81442222,2811,7718,3263,13792
46082,3833483.2705451595,1844,3808,1015,6667
46083,59347243.56674065,6399,11924,3107,21430
46085,45698944.92583201,4472,8827,2842,16141
46093_AM,175696267.53766006,1703,3714,1193,6610
46094,12997312.022859449,7597,16173,3442,27212
46097_AM,801234494.692208,1331,3008,881,5220
46098_AM,51552265.68179267,2478,5490,1553,9521
46102,19658621.881011873,6808,13366,3886,24060
46105,53890725.75245294,6445,12487,4786,23718
46106_AM,1117932858.8685713,2044,4424,1177,7645
46109,71526702.71888886,2388,4993,1500,8881
46110,5075431.270030993,9372,16602,2027,28001
46111_AM,216520070.41217124,4781,12294,3903,20978
46113_AM,6776581.024574822,1663,3579,1055,6297
46116,8769838.460375683,4662,10866,2973,18501
46118_AM,285693089.73014677,2176,4381,1178,7735
46122_AM,21880869.745468102,2442,5458,1131,9031
46126,6477738.200139624,1869,4039,1164,7072
46127_AM,13610736.052197795,1402,3120,771,5293
4613101_AD,5015864.936973091,2540,5100,1001,8641
4613102,3891804.9911812167,6862,16069,3528,26459
4613104,12619795.57182907,3524,8166,1899,13589
4613105,372381.82572968776,3157,7392,1623,12172
4613106,653417.2210228895,2301,5400,1594,9295
4613107,38409328.76830453,1314,3076,779,5169
46132_AM,45231512.42757836,1312,3226,979,5517
46134_AM,113312377.49635647,2953,6377,1898,11228
46135,8350125.8314267695,3909,7131,1798,12838
46139,35308464.29506445,1417,3492,1190,6099
46143_AM,37102169.05264347,2195,4580,1272,8047
46145,76697705.71367818,7338,14146,3402,24886
46147_AM,299368130.7765132,7113,16780,4263,28156
46150_AM,111803126.23849726,1836,4066,888,6790
46156_AM,94549017.78699274,1783,4294,1144,7221
46157_AM,28882234.87215005,1884,4200,1198,7282
46159,19668658.995438945,7031,17012,5286,29329
46160_AM,30012570.011129003,1479,3287,1019,5785
46164,6182009.551658157,3988,9721,2828,16537
46165,5620469.32399186,2701,5171,1422,9294
46166,4778977.01338384,2238,5831,2418,10487
46169,2349057.640260624,12859,23320,5474,41653
46170_AM,309644791.17092854,2141,4673,1358,8172
46171,15821421.705882166,5335,12666,2861,20862
46172_AM,77038774.86205089,3661,7738,1727,13126
46173_AM,71445286.72969115,1832,3917,1081,6830
46177_AM,12495090.564831909,1737,4190,981,6908
46178,38754978.13835456,2083,4397,1083,7563
46179_AM,297492649.4312002,1405,3284,909,5598
46181_AM,64211767.372756965,8095,17152,3648,28895
46183,32306131.914232414,2778,5200,882,8860
46184,125567353.98666704,10806,21393,3456,35655
46186,3934625.2377470955,7896,13372,3589,24857
46190,36663271.22470913,11894,38775,16171,66840
46191_AM,430268320.6231284,2027,4588,1164,7779
46193,7201973.586243672,2350,6648,2061,11059
46194,85937464.60222355,6341,12424,2392,21157
46199,3598797.9185667424,1875,4669,1440,7984
46200_AM,73532012.10462981,1732,3920,992,6644
46202,33189552.556973517,8254,14897,3792,26943
46203_AM,13989794.662208801,1671,4060,995,6726
46204,26874293.47818707,2800,5167,1240,9207
46205,18121605.427350603,5161,11771,3243,20175
46207,4185969.794082476,2313,5410,1273,8996
46211_AM,25405553.870023616,2449,5657,1828,9934
46213,815204224.6955985,7098,13245,1237,21580
46214_AM,130115667.58431299,7024,14023,4160,25207
46216,2348131.245865598,2094,4019,831,6944
46218_AM,69887693.05296326,1260,2877,753,4890
4622001_AD,78696092.03882532,4342,10088,2595,17025
4622004_AD,34748639.91320854,2168,4991,1247,8406
4622006,15943687.832160413,3865,9281,2344,15490
4622007,3326147.9222299284,5303,12734,3216,21253
46223,1808849.8573174707,2670,5778,1631,10079
46228_AM,160998669.0115652,2431,5037,1318,8786
46230,25037193.287291188,4951,10248,2864,18063
46231_AM,58771566.9425859,1406,2802,738,4946
46233,39275179.59221791,1694,3076,508,5278
46235,92718236.68775003,7947,15029,4773,27749
46237,737663.6874245256,2404,4749,1542,8695
46238,49339466.373394854,5669,10479,2226,18374
4624401,939103.9959428239,4823,10626,2624,18073
4624402,442762.0096430559,2379,5242,1294,8915
4624403,1744866.8717364916,9799,21589,5333,36721
4624404,66250729.33944507,4371,9660,2393,16424
46248,80636761.40090072,1947,4706,1394,8047
46249,237168206.02637026,2618,6467,2830,11915
4625001,1714851.0015664021,7065,13689,4116,24870
4625002,1740894.8678014248,11395,22078,6638,40111
4625003,1980644.8666245802,12967,25122,7553,45642
4625004,5326763.637736136,10499,19810,5447,35756
4625005,1920765.3445707043,12370,23966,7206,43542
4625006,1685389.0435386908,7572,14671,4411,26654
4625007,1996045.9214558606,13605,25773,6676,46054
4625008,2932922.1630564593,16320,30953,8085,55358
4625009,3951078.5149560375,14237,27584,8294,50115
4625010,10848368.094316537,20017,38782,11661,70460
4625011,6879687.993936405,15229,29505,8871,53605
4625012,2363761.584172018,17335,33585,10098,61018
4625013,2946770.260445687,8790,17501,5144,31435
4625014,1559259.3410824495,7203,13955,4196,25354
4625015,2642648.572717161,13770,28752,8124,50646
4625016,3965456.0454447214,12392,24010,7219,43621
4625017,13583819.768103411,1709,3754,1124,6587
4625018,2026096.1792837933,3444,7625,2085,13154
4625019,66370697.492716715,5578,11104,3235,19917
46254_AM,518476367.6134384,1072,2543,541,4156
46255_AM,57175782.44934973,1552,3588,997,6137
46256,71183563.83443956,2534,6459,1924,10917
46257,20354687.831421874,2002,4576,1092,7670
46258_AM,94484350.6280707,1665,4516,1342,7523
46261_AM,307175136.00816137,1425,3269,1076,5770
46903,7978995.832977626,2510,5860,1142,9512
47004_AM,648063476.32437,1398,3170,919,5487
47007_AM,118104372.25898008,1789,4267,1263,7319
47010,11739294.340546124,5658,11711,2100,19469
47023_AM,42113863.32692934,1565,3185,830,5580
47030_AM,523123394.72426414,1349,2937,736,5022
47050,61184818.50269013,1202,2969,762,4933
47052,31799647.029863104,2207,4811,1479,8497
47071_AM,911098967.8060709,1633,3698,915,6246
47075,60590694.94089342,1840,3298,975,6113
47076,29168356.319331508,6397,13560,2710,22667
47085,153417571.62080756,7573,12601,1260,21434
47086_AM,326428161.4491096,1579,3234,845,5658
47090_AM,178020883.91553435,1914,4358,934,7206
47101_AM,536957298.9708785,1604,3241,810,5655
47104_AM,425299161.50311244,1411,3188,816,5415
47112_AM,126556929.82046852,1368,3053,881,5302
47114,76187739.98361486,1393,2990,963,5346
47129_AM,702453944.2589778,1437,3160,649,5246
47139_AM,333613228.96082366,1291,3046,880,5217
47155_AM,59241107.90368761,2335,4694,993,8022
47161,42597446.12368057,1567,3091,741,5399
47165,141811304.46880865,2319,5666,1295,9280
47173_AM,541509054.9566947,1663,3647,889,6199
47175_AM,89686894.08542699,3400,7225,1725,12350
4718601,345744.48385065567,1074,2026,565,3665
4718602,826449.6056254515,4111,7750,2162,14023
4718603,261886.8492278672,2094,3948,1101,7143
4718604,13143941.245205766,12280,23367,6532,42179
4718605,298093.9606978881,1364,2573,717,4654
4718606,14455872.331702428,10685,20262,5677,36624
4718607,2294807.7147183763,5769,10876,3033,19678
4718608,18478019.340904735,9596,18349,4822,32767
4718609,673911.17694433,3005,5666,1580,10251
4718610,12904950.630209306,20168,38537,10004,68709
4718611,9804805.137283415,14844,28343,7507,50694
4718612,123934763.4130609,1663,3144,831,5638
47197_AM,891017707.5795057,1544,3273,764,5581
47214_AM,703015520.3493725,1465,3233,857,5555
47217_AM,134683298.95420375,1480,2885,639,5004
47231,20230806.00332028,1853,3759,621,6233
48001_AM,59247353.2217315,2542,5160,1119,8821
48002,17614445.070041377,2793,5459,1592,9844
48003,58760122.1900505,4875,10845,2796,18516
48011,16549932.822278867,2445,6778,2749,11972
48012_AM,51171684.59326198,1481,2967,672,5120
4801301,184923.60267512035,1809,4055,1143,7007
4801302,1000099.2014924373,3579,7684,2186,13449
4801303,158184.63411229677,1778,3987,1124,6889
4801304,398613.04923874413,2757,5554,1624,9935
4801305,822275.6656339626,3659,8201,2313,14173
4801306,761096.4684172566,3622,8122,2265,14009
4801307,16676465.542554723,2204,4947,1350,8501
4801308,3535721.689528535,2369,5353,1472,9194
4801309,1824165.6526050342,3137,7032,1983,12152
48015,6811860.366210827,11238,25022,4030,40290
48016,8612344.559540918,2031,4184,773,6988
48017,33489375.75643054,4131,7943,1590,13664
48018_AM,125086481.58421247,1272,2804,606,4682
48019_AM,36839709.88118767,1471,2852,623,4946
4802001,4927275.994559878,11564,29258,5059,45881
4802002,4222497.936771767,8785,22008,4107,34900
4802003,3976555.2577228486,6571,16255,2611,25437
4802004,1793296.3036380669,10030,25253,4323,39606
4802005,9573548.299690701,15007,38174,6708,59889
4802006,2143696.5694943876,12384,31457,5402,49243
4802007,6491145.883222012,11514,29206,5079,45799
4802008,7622034.9811371,7844,19799,3521,31164
48022_AM,202025570.18558916,1176,2737,784,4697
48026_AM,192023804.77784222,2190,4653,1014,7857
48027,10545605.497126736,7058,16845,4474,28377
48029,3281551.499778569,3054,7055,882,10991
48032,36912826.787657276,2173,4402,708,7283
48034,6357837.409845795,4152,8652,2320,15124
48036,31547929.47987192,7441,15515,5563,28519
48038_AM,79322742.44096251,1249,2678,601,4528
48043,10036807.591353022,1645,3876,691,6212
4804401,7721104.332968381,4331,8005,1805,14141
4804402,2742438.4453758057,11580,21252,4663,37495
4804403,1243750.069918157,7966,14676,3213,25855
48045_AM,102588336.8323909,3225,6867,1441,11533
48046,8487856.666964682,5028,9933,1695,16656
48054,8263889.113172925,10396,18366,2175,30937
48057,1811064.792028007,1997,3924,1261,7182
48060_AM,63142083.782577105,1844,3277,476,5597
48065_AM,30070716.845474243,1345,3101,898,5344
48068_AM,60616430.92392916,1738,3993,1015,6746
48069,44065665.70523612,5067,9483,2941,17491
48071_AM,30036836.918182723,2381,5141,1350,8872
48073,4240151.819887197,2281,5059,1119,8459
48074,33426011.589726992,1059,2513,775,4347
48075_AM,160868669.63720715,1692,3491,644,5827
48077_AM,13293944.459995806,1660,3701,910,6271
48078,2871820.962628109,13363,26253,5710,45326
48080,12852209.780248769,3282,7360,1470,12112
48082,7436070.9478738345,11658,27651,5371,44680
48083,7832777.444696441,2394,4940,1309,8643
48084,3668972.1472998126,7734,15059,4326,27119
48085,8298200.411632575,3111,8170,2168,13449
48086_AM,86799878.0297393,963,2447,299,3709
48089_AM,33443713.81533112,1934,4223,1146,7303
48090,22388156.930427175,2266,4324,1192,7782
48094_AM,48987453.64585763,2454,5240,1440,9134
48095_AM,54141434.82634654,1196,2824,698,4718
48096,31190816.277227473,2542,4777,1030,8349
48901,9729464.370478673,1211,3393,1303,5907
48902,18699256.892387215,6399,14251,3021,23671
48904_AM,22531214.07036712,1804,3926,1062,6792
48905_AM,55539625.06608468,1878,4279,1079,7236
48906_AM,88732036.68017074,1156,2561,547,4264
48910_AM,68620085.20672902,1381,3160,712,5253
49003_AM,815439555.6287102,1487,3300,819,5606
49021,45177010.94096863,5011,11112,2426,18549
49054_AM,601027188.1132509,1780,3912,1006,6698
49065_AM,894454663.6045427,1444,3170,765,5379
49071_AM,865522072.7241445,1449,3164,816,5429
49081_AM,411225266.94353485,1445,3344,844,5633
49127_AM,180837298.2647522,2432,5770,1575,9777
49129_AM,732296579.0186423,1772,3815,830,6417
49151_AM,905698063.9968045,1615,3688,937,6240
49166_AM,1136948169.727466,1636,3499,798,5933
49178_AM,670000991.2915981,1872,4115,904,6891
49187_AM,317892787.8768361,1484,3126,736,5346
49193_AM,1120030002.255881,1538,3404,776,5718
49200_AM,336637594.1745986,1443,3349,836,5628
49206_AM,440842753.4902584,1494,3364,740,5598
49219_AM,354792122.7911779,2399,5930,1297,9626
49250_AM,591349606.0122588,1513,3384,722,5619
4927501,2050604.882176888,4351,10455,3190,17996
4927502,19469852.78393286,4657,11139,3350,19146
4927503,34864241.19497498,1461,3500,1061,6022
4927504,84020601.31094812,1542,3695,1117,6354
4927505,8985527.345893964,3005,7068,2006,12079
50008_AM,77748059.30247821,2181,5834,1030,9045
50018_AM,382045351.04641736,1294,3179,891,5364
50025,56710709.96135103,1487,4860,1665,8012
50034_AM,887649959.5713757,1455,3216,794,5465
50038_AM,607157530.3427912,1339,3048,843,5230
50055_AM,114918418.9620781,1527,3353,738,5618
50062_AM,50106037.543604486,923,3233,1152,5308
50067,154433271.11888716,1346,13785,5692,20823
50073_AM,366851140.86181164,1150,2969,852,4971
50074,503758887.39605945,112,4420,5213,9745
50089_AM,20727536.635992967,1308,7883,7513,16704
50094_AM,673278869.9160221,1187,3101,1015,5303
50095_AM,739645654.8617359,5069,10971,2743,18783
50099_AM,255552077.72506782,1521,4918,1785,8224
50115,141861196.72257477,192,3056,1507,4755
50118_AM,131762550.49932556,1701,3729,1180,6610
50126_AM,116209138.89234847,1409,3549,992,5950
50130_AM,647344660.8002797,893,2291,689,3873
50150_AM,355263192.03537685,916,2393,753,4062
50159_AM,900335387.3705648,1004,2528,740,4272
50160_AM,255519573.7568238,2049,4403,1017,7469
50163_AM,235067848.619749,865,3594,1748,6207
50165_AM,763856709.5338564,1171,3290,2561,7022
50181_AM,912737522.1860559,1111,2695,690,4496
50182,143481270.4468217,930,3091,2575,6596
50204_AM,149260081.94572732,1518,3047,756,5321
50208_AM,833315318.973397,1450,3193,988,5631
50209_AM,34775422.64541542,1068,3900,1858,6826
50219,16985921.239503928,1314,4069,1334,6717
50222_AM,721589546.0895581,983,2971,1027,4981
50225_AM,459819350.40901774,1066,2556,555,4177
50230_AM,2215121287.5134883,2017,4363,1077,7457
50235_AM,360971522.0255648,852,2605,1800,5257
50240_AM,602043578.8422413,1378,2959,724,5061
50251_AM,263895673.35678598,2412,6370,3439,12221
50252,405077180.8619157,2175,3930,1009,7114
50272,17605992.773472838,3777,9874,4827,18478
50288,75598805.56214257,1044,3078,1266,5388
5029701,2010474.1940989238,5388,17063,18860,41311
5029702,1808247.8347900868,6338,20071,22184,48593
5029703,3282269.0544381277,12646,40047,44263,96956
5029704,74185463.43640298,9885,38514,39479,87878
5029705,3742172.1023508427,7870,24922,27546,60338
5029706,126637883.49373737,4788,17736,18688,41212
5029707,5334508.913668898,3136,9930,10976,24042
5029708,12576400.902804751,5161,16345,18066,39572
5029709,135315069.91716123,4712,15328,16378,36418
5029710,18001961.182194132,16991,53806,59469,130266
5029711,409255204.7871093,3411,11354,11388,26153
5029712,180940008.07056147,3644,9525,2954,16123
50298,332294751.2261422,840,4056,3655,8551
50903_AM,332679160.71419305,1131,3429,1015,5575
5100101,577848.7680108458,1670,7981,4454,14105
5100102,2734294.628973216,1135,5425,3028,9588
5100103,1293893.0033552733,1907,9111,5085,16103
5100104,1123262.9642428772,2518,12031,6715,21264
5100105,980720.113600272,1183,5654,3156,9993
5100106,12622723.625748944,1508,7207,4023,12738
5200101_AD,654561.9524883145,234,3346,2055,5635
5200102,395847.42296133155,215,3077,1889,5181
5200104,1452704.8678994824,375,5348,3283,9006
5200105,3381988.6649330663,651,9280,5698,15629
5200106,545279.9790043789,223,3182,1954,5359
5200107,2225014.0514941313,564,8050,4942,13556
5200108,4613442.148971464,1258,17937,11014,30209
