id,area,Y,M,O,Total
08285,13527139.171935044,1346,7047,5998,14391
08286_AM,33476855.787606347,896,3164,2031,6091
08288_AM,141828056.14617133,793,2713,1547,5053
08289,13619422.856260972,1105,3498,1680,6283
08291,40480269.811606295,1460,4536,1949,7945
08295,23834972.77825564,2494,8058,4892,15444
08298,30796356.77701025,6195,22880,12847,41922
08300_AM,27398261.154811967,895,5153,3126,9174
0830101,14527036.661838848,2270,11427,10886,24583
0830102,5619683.372562712,3839,19181,18348,41368
08302,10493805.413344475,1305,5771,4976,12052
08305,19915590.813945495,4022,21189,13490,38701
0830701,2077044.55306445,2399,10919,4692,18010
0830702,4170218.690535782,1920,8704,3724,14348
0830703,10548719.772766773,1074,4885,2127,8086
0830704,17127100.076014403,3505,16019,6860,26384
08902_AM,31627689.11323678,1021,5669,3413,10103
08904,885440.0527687392,902,5350,6962,13214
09018,127364767.47986244,6908,16547,9006,32461
09048_AM,837097476.6195184,805,2655,1897,5357
09056,81250355.3772222,666,3475,1654,5795
0905901_AD,921837.2724324736,1162,4649,3174,8985
0905903,17564857.46677257,2073,8196,5581,15850
0905905,29657299.659656484,7602,30075,18980,56657
0905906,2856934.6090858723,1539,6156,4202,11897
0905907,15843102.223181473,1528,6371,4122,12021
0905908,19266030.977712005,2266,8865,5927,17058
0905909,21230542.673236474,6507,25292,16088,47887
09073_AM,103045820.58241211,483,2172,1656,4311
09109_AM,279218718.1040704,402,1341,808,2551
09141_AM,473604857.60730195,932,3154,2013,6099
09174_AM,737864305.80484,806,2631,1744,5181
09177_AM,414756042.83630955,559,2111,1249,3919
09194_AM,905742900.8912871,811,3149,1871,5831
09209_AM,643872755.3021079,1539,4554,1846,7939
09211_AM,1272399092.9974291,950,3031,1634,5615
09219,101411174.66025713,6882,17436,11833,36151
09238_AM,937682728.2974279,963,3179,2190,6332
09289_AM,437919454.2782179,636,2313,1993,4942
09321_AM,473544950.15183705,808,2697,1547,5052
09330_AM,931310445.2138873,817,2620,1452,4889
09350_AM,792097885.4312618,689,2462,1492,4643
09363_AM,863369821.0901103,789,2547,1716,5052
09410,263276671.1144717,1193,2516,746,4455
09413_AM,1878854349.6081645,865,3015,2063,5943
09434_AM,113051817.51957609,873,3086,1759,5718
09439_AM,205818840.11288315,841,2469,1591,4901
09903_AM,464827437.7145115,1141,3585,2878,7604
09907_AM,605390064.4002936,1150,3665,1801,6616
10006_AM,336539810.13432986,782,2835,1859,5476
10010_AM,311263159.66137964,928,3420,2273,6621
10018_AM,1323183485.383932,1141,3178,1563,5882
10019_AM,317875929.5303911,837,2970,1661,5468
10020_AM,500885527.53232545,713,2688,1579,4980
10021,128211545.28590477,1062,3614,1580,6256
10035_AM,134362674.225558,1004,3094,1396,5494
1003701,358841882.68361795,6042,13750,5071,24863
1003702,18471574.45674093,3616,7943,2900,14459
1003703,365697.3597621757,0,1,0,1
1003704,228529336.95720953,6790,16050,7005,29845
1003705,838619.5157777681,0,1,0,1
1003706_AD,1146660772.0189438,2132,4871,1875,8878
10049_AM,337747848.498752,1219,4117,1991,7327
10050_AM,417981432.6762856,696,2830,1869,5395
10061_AM,1033141405.166364,1129,3517,2237,6883
10064_AM,425128542.3062731,1169,3552,1860,6581
10067,103529678.19340956,1956,7913,2975,12844
10087_AM,519110298.63885075,974,2775,1741,5490
10089_AM,282380284.21967095,850,2752,2036,5638
10096_AM,105937734.64426737,911,2843,1627,5381
10104,62592321.65353946,454,3569,2573,6596
10105_AM,220235996.05437818,978,2819,1722,5519
10109_AM,807235092.1916603,1163,3635,1887,6685
10110_AM,290092360.94499534,1251,4068,2567,7886
10113_AM,522729146.5743268,778,2819,1909,5506
10115,32226151.106671136,491,2134,1962,4587
10116_AM,446652839.77004766,885,2654,1965,5504
10121,120947261.78504722,1942,5239,3217,10398
10127,96472867.8146619,813,2988,2200,6001
10128,124616880.57948217,806,3562,2788,7156
10131,156174397.28234896,1669,8184,7438,17291
10140_AM,1543008131.744128,1271,3893,1833,6997
10146_AM,518061438.75659186,825,2686,1522,5033
10147_AM,215731591.07894894,970,3095,1773,5838
10148,217885305.0811105,7503,16112,15379,38994
10175_AM,1185432448.423309,1321,4272,2492,8085
10177_AM,367384512.29077154,1547,4550,2194,8291
10180_AM,245788318.55894354,1509,5025,3158,9692
10184_AM,277552760.624439,955,3024,1463,5442
10186_AM,1360005475.8072646,919,3018,1729,5666
10189_AM,561069098.8944017,1037,3133,2018,6188
10195_AM,841682335.3629384,1599,5503,2945,10047
10203,595447580.6189497,1256,3557,861,5674
10205_AM,385325021.9710063,919,2947,1606,5472
10212_AM,291173248.20520186,1018,2950,2022,5990
10216_AM,377694398.46144116,849,2835,1638,5322
11001,480456054.7768389,837,2847,1733,5417
11002_AM,129286773.681311,755,4378,3450,8583
1100401,5060320.768509825,3734,16355,13264,33353
1100402,13922605.429086413,3338,14620,11857,29815
1100403,56816606.24199109,2408,10530,8533,21471
1100404,10807002.032641487,3933,17226,13971,35130
11005_AM,162016114.4566608,1989,4298,1443,7730
11006,528444223.546397,682,15972,15684,32338
11007,143640101.0261191,4345,12933,6637,23915
11008,331995044.1405917,5813,13097,4467,23377
11010_AM,178420606.78689915,2178,6405,3739,12322
11011_AM,282530826.81724775,1031,2831,1797,5659
1101201,330302.30651511747,1226,2965,1605,5796
1101202,186654.1159146325,1156,2797,1514,5467
1101203,352508.91116393526,1162,2810,1521,5493
1101204,174569.12484986696,896,2168,1173,4237
1101205,134588.28860242965,903,2185,1183,4271
1101206_AD,1030023.9744509395,1700,4112,2226,8038
1101208,1697290.8814193744,5486,13266,7181,25933
1101209,959797.586112457,5034,12173,6590,23797
1101210,7466246.171636662,5748,13918,7561,27227
11014,88836236.70525019,4162,12121,7317,23600
1101501,30892974.474786166,1901,6746,6780,15427
1101502,999007.2133447152,1104,4027,4134,9265
1101503,1025034.8709122518,1153,4204,4316,9673
1101504,3746841.9143799637,3027,11035,11328,25390
1101505,169181591.20136282,3421,12450,12712,28583
11016,32816151.680057414,3211,9477,8347,21035
1102001,688728.1165315338,1025,2870,987,4882
1102002,2313976.9770925283,5940,16632,5724,28296
1102003,3287597.1212034514,4397,12313,4237,20947
1102004,9158930.17750975,4950,13860,4770,23580
1102005,1722805.0430685,2643,7402,2547,12592
1102006,11034546.056852266,14302,40046,13782,68130
1102007,7590798.27050274,5953,16668,5736,28357
1102008_AD,521130990.6469262,1374,4025,1650,7049
1102009,633512612.1917999,3930,11066,3662,18658
11021_AM,525596066.1737852,1704,6368,5109,13181
1102201,784183.1867715192,1365,4189,2575,8129
1102202,1500007.5922260396,1630,5001,3075,9706
1102203,1346644.2950813489,2838,8710,5355,16903
1102204,550376.0298512761,1171,3594,2209,6974
1102205,784524.8043531188,1275,3913,2406,7594
1102206,638934.7922252434,1203,3692,2270,7165
1102207,13761054.180304835,1027,3153,1938,6118
11023,488473190.921936,2023,7686,2565,12274
11024_AM,211314864.09998354,1448,5175,2706,9329
11025,14022753.775567785,866,2817,1992,5675
11026_AM,121259303.71856283,1345,4403,1815,7563
1102701,3727576.691479048,8258,22669,12306,43233
1102702,13925410.875465138,3282,9011,4891,17184
1102703,113694641.66581842,4590,12618,6842,24050
1102704,28076653.298845023,945,2610,1446,5001
11028,196398686.21045685,4938,17712,17910,40560
11029,80003865.43074484,808,4485,1832,7125
11030,84220995.20001578,4415,17158,8295,29868
1103101,9805610.80489006,3075,9635,8667,21377
1103102_AD,638424.1769725059,1349,4226,3800,9375
1103104,399127.20555615233,1120,3508,3154,7782
1103105,649237.64474168,1470,4606,4141,10217
1103106,19058168.28082787,6363,19838,17727,43928
1103201,43217260.437930085,4110,16330,7485,27925
1103202,5786604.987451092,1236,4713,2401,8350
1103203_AD,1950401.9909988337,1522,6050,2771,10343
1103205,120007514.51385716,3075,12236,5649,20960
11033,147137622.7252036,3232,15999,11297,30528
11035,420543572.3138352,4464,10018,4092,18574
11037,70141870.33540238,508,2857,3727,7092
11038,69969298.70453392,3219,8881,4642,16742
11039,263526561.1181092,3285,8390,2413,14088
11041,212335214.82444763,2838,7373,2912,13123
11901,60840324.768637516,1507,4387,1399,7293
11902_AM,251300426.95337644,734,3354,2121,6209
12004,167400343.3694302,1056,4210,1624,6890
12005,94952625.1668587,1991,4555,4260,10806
12009,32975763.91389431,5692,13765,6522,25979
12011_AM,37698465.6021018,1889,4282,1201,7372
12012_AM,215938675.66545904,920,3176,2442,6538
12016_AM,228337498.6729898,831,2880,1784,5495
12021,21482450.243306644,1079,3566,1469,6114
12027,48121043.06615968,5400,14648,7282,27330
12028,36240928.576332465,2137,8275,8822,19234
12031_AM,115982199.18874285,1601,4892,2716,9209
12032,47119957.31892895,3959,19497,10918,34374
12033_AM,257402102.51724416,864,2923,1795,5582
1204001_AD,881057.6232136581,1660,6593,4743,12996
1204003,800708.4592526256,2109,8377,6027,16513
1204004,1855174.8399786057,3887,15438,11106,30431
1204005,21250416.54946228,2280,8951,6379,17610
1204006,8218560.602840628,3749,14401,10174,28324
1204007,36407750.42149413,3057,11988,8685,23730
1204008,16626555.004332794,2074,8225,5909,16208
1204009,23012608.088796336,2444,9530,6802,18776
12050_AM,402315528.9999127,832,2806,1529,5167
12072_AM,722459844.4934767,936,3114,1986,6036
12077_AM,28160044.905243453,1404,5736,2449,9589
12080_AM,1293125929.6254086,820,2844,1791,5455
12082_AM,56507219.35361457,2801,9105,4997,16903
12084,108569781.2099789,2054,10661,12105,24820
12085,26470745.644575723,2368,6604,3970,12942
12089,79358307.0717095,1373,4147,2247,7767
12100_AM,271681724.45393395,1317,3561,1411,6289
12104,106262931.12515794,2152,5468,1988,9608
12106_AM,148638028.5841628,937,3038,1745,5720
12117,29954784.039023235,768,2761,2044,5573
12121_AM,343997058.32674235,1041,2876,1627,5544
12124_AM,226200284.02711618,938,3395,1939,6272
12126,67161165.70733282,4610,17137,10717,32464
12129_AM,575905608.2677847,1074,3174,1988,6236
1213501,1407221.1082393923,626,2938,1698,5262
1213502,9109186.146666503,3102,13840,7925,24867
1213503,12753791.189791653,1134,5195,3003,9332
1213504,31906523.233865615,1197,5574,3206,9977
12138,95455723.81987633,6346,17525,4450,28321
12140_AM,577401342.0794362,876,2852,1698,5426
12901,12781729.910671372,539,2610,1409,4558
13005,667596668.8893136,5703,19405,7404,32512
13011,240007707.70963994,849,3022,1682,5553
13013_AM,349872282.14466786,1587,5255,5917,12759
13015,1209991954.2719824,523,2786,3385,6694
13019,397788460.9406132,652,3754,2970,7376
13020_AM,237438397.79188862,1248,3987,1436,6671
13023,88049152.2032606,1539,7521,3539,12599
13027_AM,872503040.7396238,1669,4390,2030,8089
13028_AM,334040698.5305432,1251,7239,6653,15143
13031_AM,301757878.8158496,1521,4581,1914,8016
1303401_AD,273226273.39471155,2318,8625,5672,16615
1303402,7473104.461543139,3913,14414,9450,27777
1303403,1015624.1992285929,1091,4021,2636,7748
1303404,3663244.1796492776,2466,9085,5956,17507
13038_AM,720426791.7003078,835,2769,1600,5204
13039,438902170.06063086,2115,11576,4747,18438
13042_AM,1402804253.3718543,972,2682,1054,4708
13044_AM,214677714.0387742,633,2557,1301,4491
13047,227117884.5165639,1449,5083,2972,9504
13052,365204437.26746,1127,4564,3231,8922
13053_AM,495339332.95114845,2200,9664,7103,18967
13054,144167045.61442453,1078,3405,1833,6316
13056,118540139.51830627,1812,8757,5033,15602
13058,188411635.8981084,473,2631,2375,5479
13061,101530052.57791662,1585,4218,2230,8033
13063_AM,810574478.1166198,1978,4583,805,7366
13064_AM,1301058265.6529884,1393,4543,2381,8317
13065_AM,317847455.7113771,952,2867,1315,5134
13068_AM,2310025876.9574594,857,3021,1692,5570
13071,227074281.61776006,12144,27184,8869,48197
13077_AM,735064955.6147043,1201,4291,2374,7866
13078,374551617.49868006,2690,7342,3627,13659
13079,134348179.73747966,3421,9797,2755,15973
13082,242186814.49169368,2997,18525,17072,38594
13085_AM,1074044629.5087032,1515,4789,2262,8566
13087,488406430.6398185,5193,14987,10805,30985
13089_AM,1127820139.9639418,1096,3503,2270,6869
13092_AM,613367474.9542242,1184,3937,2592,7713
13093_AM,182828043.6316702,969,3213,1631,5813
13096,282222695.3607589,2394,5373,2213,9980
13097_AM,218372500.49594527,1026,2926,1873,5825
14001_AM,357380307.4842609,949,3722,2780,7451
14002,166697668.83262363,2713,7478,3942,14133
14005_AM,245302610.32575738,1433,5368,3339,10140
14007_AM,382493792.81069595,3894,10947,6891,21732
14008_AM,799238204.5070922,1002,3621,2565,7188
14009_AM,377531978.9269555,1063,3318,2175,6556
14010_AM,103828026.61786744,1824,4991,2348,9163
14012_AM,224583434.19246185,1490,6277,3490,11257
14013,229501320.91110644,3090,9974,8009,21073
14017,79081247.32608563,2130,8105,5181,15416
14019,220165000.59435326,1545,4388,2750,8683
1402101,65569379.14935775,5659,20890,17059,43608
1402102,146142652.8853995,7479,27830,22327,57636
1402103,197132.593558952,0,1,0,1
1402104,299278.7958584543,0,1,0,1
1402105,430544285.2118326,4655,17550,13745,35950
1402106,172040013.8929888,8735,32248,26428,67411
1402107,347595.0009583841,0,1,0,1
1402108,318818.70372607606,0,1,0,1
1402109,403216124.73061705,5311,19864,16109,41284
1402110,46184200.66316937,7185,26343,21520,55048
14022_AM,57612117.70669093,668,2467,2510,5645
14023_AM,485310303.8418196,1048,3464,1940,6452
14027,29819403.096700247,1600,6111,2148,9859
14029_AM,873318348.6594815,993,3396,2084,6473
14030_AM,74847852.82707913,1969,8141,1164,11274
14035,531989242.0045801,1335,3140,2752,7227
14038,351831107.36423326,6892,24285,12485,43662
14039_AM,220952945.37035555,941,3015,1848,5804
14041_AM,114191045.72285199,615,3480,3605,7700
14042,168846040.45234442,4478,11734,7510,23722
14043_AM,1100699717.893526,1823,6712,3460,11995
14045_AM,52504290.3528157,875,3117,2143,6135
14046,69332734.06432168,1383,2949,1179,5511
14049,200483004.6754487,4362,14031,3050,21443
14052,65122364.118387,2952,7126,1762,11840
14053_AM,1071322849.266123,2055,6187,3929,12171
14054,330472178.5961977,1820,7733,7864,17417
14055_AM,368056644.0321167,5111,14039,7656,26806
14056,171293312.48398608,5793,16911,8411,31115
14057_AM,199236109.31050894,2768,8671,4631,16070
14058_AM,269216574.0610482,2572,7322,4968,14862
14060_AM,272114998.8217779,1247,3586,1230,6063
14066,22083560.894038938,1381,4750,1626,7757
14067_AM,105109864.7760667,1141,5389,2951,9481
14069_AM,787454633.0345389,2207,6878,3237,12322
14073_AM,1349823802.6023157,1545,5578,3313,10436
15001,83970956.14701094,893,3348,1631,5872
15002,80128947.14894629,3601,14805,11965,30371
15004,18280887.267204296,662,2581,2760,6003
15005,93368294.44216472,3997,14552,12867,31416
15006_AM,222923213.07328588,1911,4568,1628,8107
15008,32730520.610500008,1363,3660,2153,7176
15009,24264565.115364943,1790,5968,5132,12890
15010_AM,340344684.5937601,989,3155,2409,6553
15011,86602630.53048901,2061,11354,5654,19069
15012_AM,188634621.94935048,1410,4203,2441,8054
15013,74925805.80409299,1471,4422,2546,8439
15014_AM,136553423.0945334,1472,3788,2313,7573
15016,51821138.85162144,589,2839,2266,5694
15017,40742967.06084217,3484,12299,8888,24671
15019,186924174.84405473,6575,19328,5858,31761
15020_AM,258121894.3723307,1209,3501,3744,8454
15021,48055662.79905769,1190,3355,2003,6548
15022_AM,186760062.6235923,1201,4647,3888,9736
15023_AM,64040788.02846603,1916,5070,2248,9234
15024_AM,235539288.83707383,1523,4017,3118,8658
15029,141196590.90683657,922,3604,1958,6484
1503001,948598.4190693499,1845,6921,3537,12303
1503002,1985347.0882153048,4491,16841,8608,29940
1503003,988329.3902732299,3607,13526,6913,24046
1503004,999862.2178928021,4379,16423,8394,29196
1503005,3721134.254887483,4962,18608,9510,33080
1503006,454996.740226969,3689,13836,7071,24596
1503007,4195080.681741626,7725,28972,14808,51505
1503008,4118871.7483733515,1628,6099,3136,10863
1503009,11867557.240837725,1721,6448,3348,11517
1503010,8297485.085276762,1324,4966,2553,8843
15031,62369414.52391941,4155,13629,12436,30220
15032_AM,236907567.4290286,937,3363,1831,6131
15035_AM,57024623.78524174,2074,8840,5635,16549
1503601,572922.9113659803,934,4136,2430,7500
1503602,1029248.061052802,1951,8634,5073,15658
1503603_AD,1465013.7385687167,1270,5623,3304,10197
1503606,2553515.857311364,1800,7913,4683,14396
1503607,6916793.992113535,1336,5889,3476,10701
1503608,69991644.51771511,1150,5085,2990,9225
15037,29419755.556884523,837,3014,1215,5066
15041,125841793.65605186,2215,7108,2225,11548
15043,61393299.75245833,1288,3418,1231,5937
15046,101321309.20257555,1389,3671,2657,7717
15047_AM,188556709.41391104,588,2538,2140,5266
15048,32537955.179695223,1264,3704,1473,6441
15050_AM,260306357.61819804,833,2627,1450,4910
15051,12772950.594645582,498,2941,1946,5385
15052_AM,246134960.34290972,1166,4232,2788,8186
15053,72842121.29324341,1158,4505,3730,9393
15054,67096931.91929481,5362,19792,14043,39197
15055_AM,123681073.74590881,1269,4255,3014,8538
15056,115195688.02835862,1223,3967,1934,7124
15057,37192062.95708943,2939,7410,4555,14904
15058,43617445.49953109,5032,20551,10109,35692
15059,157375018.76446986,1421,6658,4664,12743
15060,72099852.20374884,1187,4121,2001,7309
15061_AM,339037046.8289702,2576,6682,2420,11678
15062,99791844.82940164,1091,3416,2113,6620
15064_AM,141842723.0789027,757,3507,1796,6060
15065,48416565.70874793,1461,4965,2593,9019
15066,131942496.23005973,834,2217,1886,4937
15067,32551488.10843608,1503,5617,2737,9857
15068,92039219.42755894,1530,3144,1165,5839
15069,29448948.58667944,1309,3858,3052,8219
15070_AM,321632338.8439951,1921,7098,2383,11402
15071,94620677.2583093,1482,5549,2839,9870
15072,58812426.67238962,1985,7201,2757,11943
15073,68613646.85912985,4682,14998,8261,27941
15074_AM,222653832.3956442,2174,6427,2811,11412
15075,27498854.033844657,1631,8710,5935,16276
15077,203777217.87086436,2286,5666,1665,9617
1507801,29010321.2033866,1449,3416,2594,7459
1507802,27122019.689879637,2837,6533,4943,14313
1507803,23882173.125630513,2084,4801,3632,10517
1507804,20268944.886803593,4935,11514,8527,24976
1507805,11167167.78563053,5099,11743,8884,25726
1507806,109216013.3403562,935,2187,1631,4753
15082,79339386.30001469,3997,9624,5419,19040
15087,88228394.67209378,1719,3869,1737,7325
15088_AM,308202306.95124924,1815,5462,3790,11067
15089,52809748.76222505,907,2827,1384,5118
15092,187610791.8746234,1538,4426,1712,7676
15093,133152010.34688576,894,2434,1595,4923
15902,151566316.63131022,728,2755,1865,5348
16023_AM,1449623811.2606287,933,2960,1592,5485
16027_AM,916558607.3395332,854,2754,1453,5061
16042_AM,1528003312.9158509,911,2681,1387,4979
16066_AM,450283347.20241594,1197,3400,2135,6732
1607801_AD,773847013.2919436,2298,7352,3169,12819
1607804,147918019.45084506,6588,21359,10232,38179
16102_AM,635239346.5751144,992,3385,1815,6192
16106_AM,181988714.98140505,975,2601,1766,5342
16112_AM,1471767766.215286,906,2784,1710,5400
16113_AM,278708160.4798881,1008,3110,1456,5574
16117_AM,1494612012.322839,963,2853,1569,5385
16124_AM,339570994.2491179,810,3037,1816,5663
16125_AM,271125106.4966579,783,2551,1838,5172
16133,176407453.06689894,1458,3390,1598,6446
16134,74032951.0320416,0,1,0,1
16154,224971026.53103787,815,4025,2086,6926
16170_AM,1351616884.232292,816,2553,1268,4637
16171_AM,415242814.17886287,900,2910,1706,5516
16175,79999260.27192244,1794,4148,2068,8010
16190,277791058.244837,1414,3808,2734,7956
16191_AM,989562300.4271675,1078,3157,1656,5891
16203,106993196.26119964,2699,7671,4820,15190
16249_AM,489617806.9969733,1203,3687,1497,6387
16251_AM,555549601.3490008,824,2966,2223,6013
16903_AM,897130561.770253,927,2998,1808,5733
16905_AM,1582297143.3715603,1007,2850,1499,5356
17006_AM,388972515.4080592,897,2671,1653,5221
17007_AM,287508684.3712017,1562,5308,3010,9880
17008,16324707.253877837,1028,2352,2056,5436
17009,86288174.43460375,997,3063,2021,6081
17012_AM,86586151.644828,1156,3268,1716,6140
17013_AM,53017297.60574527,964,4008,2533,7505
17015,10996892.81409518,2264,9928,6589,18781
17016_AM,105432459.2963125,937,2957,1374,5268
17019_AM,123899983.19832724,952,2558,1402,4912
17020_AM,56320691.68158865,1593,4474,2094,8161
17022,20750890.26157654,1311,5932,3147,10390
17023,17987903.071101706,5591,21475,12926,39992
17032_AM,91973577.71624143,970,3010,1679,5659
17033,57341437.12990706,1621,4363,1695,7679
17034,33813932.97670878,2191,5477,3981,11649
17036_AM,252674052.2179522,977,2860,1905,5742
17039_AM,343314336.82593703,808,2870,1956,5634
17044,45610313.46919518,889,3965,4894,9748
17047,42279856.65458996,1942,5876,3486,11304
17048,21544018.467850477,2097,6835,2613,11545
17049_AM,27457620.68592552,0,1,0,1
17056_AM,140984982.31035593,1047,3012,1477,5536
17062,16263866.532985093,665,4247,5887,10799
17066,18948852.568176936,6320,26378,12970,45668
17067_AM,107915909.81721559,910,2805,1796,5511
1707901,2847509.835122529,1552,4442,1571,7565
1707902,7423228.2269272795,6592,18948,6934,32474
1707903,4285384.660983533,7560,21641,7654,36855
1707904_AD,20500612.28423519,1892,5374,1975,9241
1707906,4011014.0049233628,1663,4858,2565,9086
17083_AM,138997360.9242969,1422,4355,2539,8316
17086_AM,151327555.78641155,577,1936,977,3490
17089,76544345.1644828,1178,3949,3181,8308
17092_AM,61467191.34584875,1095,3234,1943,6272
17094,12828080.53886181,219,688,445,1352
17095,48420926.17686286,5335,16774,15407,37516
17103,45631872.78130045,1674,3701,1813,7188
17111_AM,419281541.72118616,905,3059,1744,5708
17114,28971334.807109196,6127,18641,10002,34770
17117,26883256.29231177,5735,11820,5860,23415
17118,14068716.412392063,3006,9411,6111,18528
17132_AM,97738655.57505424,1010,3059,1719,5788
17137_AM,137939624.38251776,1035,3121,1503,5659
17141,18765677.59593113,1407,3945,3198,8550
17142_AM,50124358.07501193,910,3039,2043,5992
17146_AM,32196512.959916193,1409,3588,2746,7743
17147,73279429.13434562,1654,5554,2543,9751
17152,46014997.75003609,3821,11073,5187,20081
17155,6511094.006679089,7069,18317,4144,29530
17160,16127899.759881608,4069,11990,6355,22414
17163_AM,110169487.12143956,1455,4338,1784,7577
17164_AM,152065293.10752484,1151,3537,1902,6590
17167_AM,306753511.76487684,789,2633,1420,4842
17178_AM,83687383.02715245,1151,3013,1746,5910
17180_AM,107406649.58612844,2272,7247,3481,13000
17181,67822129.11720611,1314,3327,821,5462
17185_AM,89077365.10372253,1060,2715,1550,5325
17186,4151745.3018147536,707,2167,2070,4944
17193,30124500.8939382,950,3188,2100,6238
17199,66309502.966590755,1521,6203,4075,11799
17202,38558577.30360032,1315,2998,1477,5790
17207_AM,158984727.8632698,984,3203,1607,5794
17211_AM,85275497.65380086,868,2801,2181,5850
17213,48187331.66260719,828,3781,3299,7908
17221,8271684.208917305,672,2501,2226,5399
17223_AM,210009185.20586038,731,2393,1613,4737
17233_AM,45837108.49920999,766,2564,1766,5096
17901_AM,195616309.7029877,1101,2885,1441,5427
17902_AM,109042854.70766945,1058,3159,1721,5938
18003,78644569.25831372,4009,10401,4887,19297
18006,63044069.338542864,1507,3894,1612,7013
18011_AM,20466873.795351904,1426,4635,3045,9106
18013_AM,509215711.677448,1624,5172,2247,9043
18014_AM,76355747.05135526,1360,5964,3830,11154
18017,83567348.66574469,3715,14863,9262,27840
18021,4384644.800283373,4783,12759,6129,23671
18022,47351050.89228535,4221,10186,4123,18530
18023,546426534.3882569,2331,12076,7278,21685
18027_AM,29947689.637354296,1418,3013,1453,5884
18029_AM,512523042.10016984,1228,3510,1910,6648
18036,2028746.0073753602,1532,2879,770,5181
18047,6542622.917235321,1801,4399,1644,7844
18056_AM,645539366.2875253,1946,5175,1628,8749
18057,4170221.0257464824,1433,3683,2344,7460
18059,21293349.490986314,735,2939,1821,5495
18061_AM,442952957.74854255,1100,3776,1893,6769
18062,6751048.550625234,3203,8474,3021,14698
18063_AM,241005336.391527,856,2601,1659,5116
18066_AM,111571931.24116035,1284,4449,2609,8342
18071_AM,107748143.32053733,1742,4547,2416,8705
18079_AM,47100257.46376484,2217,6402,3140,11759
18084,11894036.479427984,574,2795,2343,5712
1808701,8419441.368120933,4449,10766,3571,18786
1808702,5447693.6159437625,11250,29423,11376,52049
1808703,10331177.02520205,14476,33459,9246,57181
1808704_AD,33902908.4602115,2408,5828,1882,10118
1808706,3005206.923454181,6511,15639,5320,27470
1808707,18692989.748971242,7212,16755,4659,28626
1808709,8435815.475228742,3723,8603,2348,14674
18088_AM,392114834.18208826,944,2739,1533,5216
18089,324844137.50332,3273,10685,5930,19888
18093,31077054.57417714,683,2571,1889,5143
18094_AM,328398005.3574533,944,2945,1934,5823
18098,474193200.45992416,1286,3969,2527,7782
18099_AM,140901844.18165356,886,2800,1429,5115
18100,40013300.27610674,1706,5994,3226,10926
18101,4320208.115261577,1870,5234,4621,11725
18102_AM,203321036.38185248,2339,7278,3767,13384
18105,248080294.99629578,768,2599,1774,5141
18108_AM,365359436.6546482,924,2927,1588,5439
18116_AM,163930280.30045858,1090,3172,1556,5818
18119_AM,226940491.0092073,1077,2654,1470,5201
18122_AM,459645125.7291483,4700,12057,5285,22042
18127,4906312.6068843,3578,9574,8275,21427
18132_AM,322538479.6535384,1161,4138,2774,8073
18133_AM,135900911.5281366,1153,3469,1781,6403
18134,89043039.07452905,1266,3866,2080,7212
18135_AM,346642682.39781666,1759,4589,2026,8374
18136_AM,186311824.66997126,865,2909,1686,5460
18138_AM,143937594.37260675,1658,4361,2424,8443
1814001,3883598.934448257,1391,3401,2226,7018
1814002,17745318.973144438,2428,6134,4050,12612
1814003,2820839.9591887733,1100,2690,1760,5550
1814004,16284644.65360045,4877,11922,7803,24602
1814005_AD,69209254.38967551,2318,5740,3777,11835
18145,6809430.536395583,2320,8173,3472,13965
18147,134396355.50235286,681,2345,2625,5651
18149_AM,103824436.24743749,1680,4796,2895,9371
18150,89363555.24073213,1232,5025,2463,8720
18152_AM,513501232.04513913,753,2319,1338,4410
18153,10168202.278539428,2124,6100,3037,11261
18158,93103703.55464105,1423,5012,3876,10311
18162_AM,285092404.0809216,931,2750,1479,5160
18164_AM,1099486655.7889233,1044,3002,1951,5997
18165,6354643.74095865,1335,3114,1103,5552
18173,35100346.8245986,1601,6648,4706,12955
18175,38244220.70836462,3013,8423,3576,15012
18182_AM,276586555.24812055,883,2868,1411,5162
18184_AM,206808031.85564825,801,2646,1880,5327
18193,19846179.37773842,2387,10462,6578,19427
18194_AM,273709646.14048344,1246,3254,1187,5687
18903_AM,443376045.61775917,816,2348,1198,4362
18905,39099114.62161482,4243,10833,5720,20796
18907_AM,529524860.89169407,944,2645,1626,5215
18911,14281374.701144017,2522,6236,2149,10907
19024,13653830.49074133,2990,6895,2557,12442
19046_AM,65367639.29863446,5703,18796,13286,37785
19053_AM,998184024.8698146,1005,2863,1493,5361
19058_AM,66712053.953930594,2752,6929,3263,12944
19071_AM,98834716.54380189,2413,8014,5822,16249
19086_AM,2628324508.6316013,847,2643,1459,4949
1913001,129619209.2126899,3165,12272,4756,20193
1913002,6761961.826483837,3814,15462,5669,24945
1913003,7020821.479013066,2409,9766,3581,15756
1913004,74202204.98719701,2013,7708,3108,12829
1913005,17895866.15956039,1167,4396,1823,7386
19151_AM,1712720365.6082585,1009,3001,1552,5562
19156_AM,1142447449.175835,916,2556,1134,4606
19160_AM,595303544.3210394,1295,4010,2233,7538
19171,31234885.39423743,1661,3748,2140,7549
19190_AM,1879869739.1954608,942,2897,1688,5527
19192_AM,329575990.61885214,1132,3371,2032,6535
19220_AM,30831594.686160512,1239,2951,1300,5490
19245_AM,1160149608.4705043,1092,3258,1818,6168
19257_AM,754913696.6731464,1003,2886,1502,5391
