id,area
07059,38992184.72119141
07060_AM,80649788.65012461
07061,42821812.79334414
07062,42651453.49992523
07064,11640217.433735289
07065_AM,117233026.10649629
08001,20012498.96179595
08003,9546544.716372821
08005,14258836.801199323
08006,6371301.62972714
08007,20993812.863080487
08009,25301312.233300976
08010_AM,80774299.00667839
08014_AM,92125119.51816334
0801501,546956.137456818
0801502,753437.8701671986
0801503,1132965.4004184545
0801504,2002731.1556235212
0801505,2073228.40076391
0801506,9265125.26113496
0801507,1353994.8096308985
0801508,1477668.581634425
0801509,2539989.955133611
08016_AM,444644911.4150053
08017_AM,149712367.32451057
08018_AM,66320510.95862248
0801901,4377581.527794481
0801902,7486049.6914298525
0801903,23267892.570236173
0801904,6025905.320201174
0801905,19975122.431411143
0801906,4194379.681504205
0801907,11972908.15380892
0801908,8046232.464324782
0801909,6585299.07910614
0801910,10546587.189328192
08020,50420891.036550805
08022,22562539.426037416
08023,28842780.012995183
08029,9047581.925451003
08030,6989195.7923262315
08031_AM,471120904.88443613
08033,37641421.16865753
08035,7893382.089905011
08037_AM,16670631.843231859
08040,6316812.236838874
08041,6793587.492706632
08043_AM,53029215.182288915
08044_AM,9416108.645955898
08046,12145960.631007034
08047_AM,168643817.84702504
08051_AM,86484839.73962723
08053_AM,53770006.64511462
08054,31137424.127221763
0805601,1026468.8765929049
0805602,430983.5853805498
0805603,2373201.5541092963
0805604,4799016.774032703
0805605,4058897.520317189
08064_AM,263501412.84150022
08067,15369801.110210946
08068_AM,29627673.545162953
08069,18218644.404147036
08072,18325238.486467957
0807301,1683078.918884779
0807302,2533717.457128229
0807303,1432818.693297411
0807304,584533.2179624614
0807305,185992.9253590628
0807306,412837.13878944743
08074,13322549.969224857
08075,40764170.0115427
08076,27207701.643988896
08077,4507132.085816622
08085_AM,54079049.35671131
08086,29446385.01712982
08088,19043205.815969918
08089,30895084.078388058
08091_AM,43050843.14116909
08092_AM,152458052.19660777
08094_AM,45489328.076825365
0809601,3079120.3115373203
0809602,820592.4361951348
0809603,1361043.1877559086
0809604,9553848.619644342
08098_AM,54467669.445312925
08100_AM,122388004.80783492
0810101,2959121.790611907
0810102,987129.4878314902
0810103,3640603.981600205
0810104,790782.7279455317
0810105,930993.0199494942
0810106,3141139.4672026425
08102,8104533.549540211
08105,3063745.3324937136
08106,27704590.232212882
08107,22514510.16534476
08108,10837000.228920309
08110,8740343.090195876
08112,17163673.291797146
0811301_AD,19565206.144938767
0811302,5773991.567533567
0811304,4365226.332951688
0811305,11935666.920722337
08114,12832529.783891127
08115_AM,8124424.037029453
08118,3405400.3174422365
08119,17130673.363606613
08120,25487866.98218117
0812101,787096.9329413138
0812102,6048409.640822065
0812103,9765965.49178243
0812104,1608445.024184052
0812105,1382052.1131145891
0812106,2710315.8965844596
08122_AM,79083918.86354151
08123,15790201.105688455
0812401,1608011.4185899787
0812402,2951533.0635857023
0812403,6328730.207767577
08125,23514686.544369593
08126,2913003.8377348427
08135,4129882.0781992166
08136,10319064.812662024
08138,75928805.47717805
08140,5510424.130922288
08141,80933280.35970129
08143_AM,204312885.82614216
08145_AM,77242626.52036501
08147,16689297.922653446
08155_AM,29146648.06449339
08156,14980398.828861888
08157,8515109.707917852
08158,8760658.513453245
08159,8830504.013787514
08161,57160056.51079757
08162_AM,81005786.37613058
08163,10475954.537688596
08167,8799661.187607693
0816901,2176034.3970340197
0816902,686628.4391334658
0816903,5173511.59027191
0816904,10071518.83079824
0816905,13427420.917824017
08171_AM,208702760.92247286
08172,1976705.3767533945
08175_AM,229305698.24034813
08180,4334949.169112683
08181,37003032.8725337
08182,27646389.3464875
08183,2223687.04651764
0818401,8250351.4536640225
0818402,17351514.297628857
0818403,1612064.2180818939
0818404,5032736.011293436
0818701,4073223.183897637
0818702,7691341.534858593
0818703,7104751.105015902
0818704,3821806.8919882216
0818705,4374195.407272658
0818706,3857131.339576856
0818707,6620311.882889424
08191,65743211.72959459
08192,16935169.131000288
08194,3783899.3401047927
08196,5589110.74952818
08197,11886262.764654275
08198,13940056.490712939
0820001,1499101.2755844838
0820002,4148395.1627223273
0820003,1126656.1850987042
0820004,11582532.954120772
0820005,1730981.6046151859
0820006,1421062.1879330114
08202,65585957.97520393
08203_AM,61259529.63085205
08204,10867114.707392627
0820501,21834324.056071725
0820502,3711357.9148426238
0820503,9429881.393720837
0820504_AD,8466510.0156614
0820505,4878211.1714373315
08208_AM,38212816.235949956
08209,13192108.118727425
08210,15045863.327039085
08211,11885889.401060808
08213,21930280.417920776
08214,8930636.212792678
08215_AM,23096122.94389147
08217,6176396.712352577
08218_AM,80825966.74999812
08219,3945078.269039271
08220_AM,23152570.520404164
08221,7714768.845446398
08227_AM,64084524.64093019
08230,6557161.282843655
08231,40877637.19581024
08232_AM,38536635.73409471
08233_AM,321846164.9755864
08234_AM,74138404.4276889
08235,7584963.871880817
08237_AM,71325314.22160427
08238,14503526.247638188
08240,18996479.717519082
08244,7520317.82157377
0824501,459286.1357319813
0824502,568595.1145790817
0824503,4374859.392608385
0824504,574481.5422747378
0824505,842987.8790280059
0824506,275400.1472025509
08248,14171583.616071815
08250,27705199.037291277
08251,17505183.625882242
08252,8220628.915469261
08259,16875708.14589078
08260,15599429.06227757
08262_AM,35234150.21724564
08263,9135122.395332897
08264_AM,8634648.860897718
08266,30917964.545813356
08267,28292738.686151285
08268_AM,412645833.00312716
08269_AM,169145819.90994936
08270,43819598.72327668
08273_AM,86777986.37199144
08274,23748585.797294345
08278_AM,37678001.92472724
0827901,2252082.672203374
0827902,3918228.8229198665
0827903_AD,12554456.464994622
0827904,9738378.29243219
0827905,30909769.025986295
0827906,10833326.650779806
08281,6650694.338160928
08282,7913569.944644254
08283,16425361.759252628
08284_AM,116923897.49023555
08285,13527139.171935044
08286_AM,33476855.787606347
08288_AM,141828056.14617133
08289,13619422.856260972
08291,40480269.811606295
08295,23834972.77825564
08298,30796356.77701025
08300_AM,27398261.154811967
0830101,14527036.661838848
0830102,5619683.372562712
08302,10493805.413344475
08305,19915590.813945495
0830701,2077044.55306445
0830702,4170218.690535782
0830703,10548719.772766773
0830704,17127100.076014403
08902_AM,31627689.11323678
08904,885440.0527687392
09018,127364767.47986244
09048_AM,837097476.6195184
09056,81250355.3772222
0905901_AD,921837.2724324736
0905903,17564857.46677257
0905905,29657299.659656484
0905906,2856934.6090858723
0905907,15843102.223181473
0905908,19266030.977712005
0905909,21230542.673236474
09073_AM,103045820.58241211
09109_AM,279218718.1040704
09141_AM,473604857.60730195
09174_AM,737864305.80484
09177_AM,414756042.83630955
09194_AM,905742900.8912871
09209_AM,643872755.3021079
09211_AM,1272399092.9974291
09219,101411174.66025713
09238_AM,937682728.2974279
09289_AM,437919454.2782179
09321_AM,473544950.15183705
09330_AM,931310445.2138873
09350_AM,792097885.4312618
09363_AM,863369821.0901103
09410,263276671.1144717
09413_AM,1878854349.6081645
09434_AM,113051817.51957609
09439_AM,205818840.11288315
09903_AM,464827437.7145115
09907_AM,605390064.4002936
10006_AM,336539810.13432986
10010_AM,311263159.66137964
10018_AM,1323183485.383932
10019_AM,317875929.5303911
10020_AM,500885527.53232545
10021,128211545.28590477
10035_AM,134362674.225558
1003701,358841882.68361795
1003702,18471574.45674093
1003703,365697.3597621757
1003704,228529336.95720953
1003705,838619.5157777681
1003706_AD,1146660772.0189438
10049_AM,337747848.498752
10050_AM,417981432.6762856
10061_AM,1033141405.166364
10064_AM,425128542.3062731
10067,103529678.19340956
10087_AM,519110298.63885075
10089_AM,282380284.21967095
10096_AM,105937734.64426737
10104,62592321.65353946
10105_AM,220235996.05437818
10109_AM,807235092.1916603
10110_AM,290092360.94499534
10113_AM,522729146.5743268
10115,32226151.106671136
10116_AM,446652839.77004766
10121,120947261.78504722
10127,96472867.8146619
10128,124616880.57948217
10131,156174397.28234896
10140_AM,1543008131.744128
10146_AM,518061438.75659186
10147_AM,215731591.07894894
10148,217885305.0811105
10175_AM,1185432448.423309
10177_AM,367384512.29077154
10180_AM,245788318.55894354
10184_AM,277552760.624439
10186_AM,1360005475.8072646
10189_AM,561069098.8944017
10195_AM,841682335.3629384
10203,595447580.6189497
10205_AM,385325021.9710063
10212_AM,291173248.20520186
10216_AM,377694398.46144116
11001,480456054.7768389
11002_AM,129286773.681311
1100401,5060320.768509825
1100402,13922605.429086413
1100403,56816606.24199109
1100404,10807002.032641487
11005_AM,162016114.4566608
11006,528444223.546397
11007,143640101.0261191
11008,331995044.1405917
11010_AM,178420606.78689915
11011_AM,282530826.81724775
1101201,330302.30651511747
1101202,186654.1159146325
1101203,352508.91116393526
1101204,174569.12484986696
1101205,134588.28860242965
1101206_AD,1030023.9744509395
1101208,1697290.8814193744
1101209,959797.586112457
1101210,7466246.171636662
11014,88836236.70525019
1101501,30892974.474786166
1101502,999007.2133447152
1101503,1025034.8709122518
1101504,3746841.9143799637
1101505,169181591.20136282
11016,32816151.680057414
1102001,688728.1165315338
1102002,2313976.9770925283
1102003,3287597.1212034514
1102004,9158930.17750975
1102005,1722805.0430685
1102006,11034546.056852266
1102007,7590798.27050274
1102008_AD,521130990.6469262
1102009,633512612.1917999
11021_AM,525596066.1737852
1102201,784183.1867715192
1102202,1500007.5922260396
1102203,1346644.2950813489
1102204,550376.0298512761
1102205,784524.8043531188
1102206,638934.7922252434
1102207,13761054.180304835
11023,488473190.921936
11024_AM,211314864.09998354
11025,14022753.775567785
11026_AM,121259303.71856283
1102701,3727576.691479048
1102702,13925410.875465138
1102703,113694641.66581842
1102704,28076653.298845023
11028,196398686.21045685
11029,80003865.43074484
11030,84220995.20001578
1103101,9805610.80489006
1103102_AD,638424.1769725059
1103104,399127.20555615233
1103105,649237.64474168
1103106,19058168.28082787
1103201,43217260.437930085
1103202,5786604.987451092
1103203_AD,1950401.9909988337
1103205,120007514.51385716
11033,147137622.7252036
11035,420543572.3138352
11037,70141870.33540238
11038,69969298.70453392
11039,263526561.1181092
11041,212335214.82444763
11901,60840324.768637516
11902_AM,251300426.95337644
12004,167400343.3694302
12005,94952625.1668587
12009,32975763.91389431
12011_AM,37698465.6021018
12012_AM,215938675.66545904
12016_AM,228337498.6729898
12021,21482450.243306644
12027,48121043.06615968
12028,36240928.576332465
12031_AM,115982199.18874285
12032,47119957.31892895
12033_AM,257402102.51724416
1204001_AD,881057.6232136581
1204003,800708.4592526256
1204004,1855174.8399786057
1204005,21250416.54946228
1204006,8218560.602840628
1204007,36407750.42149413
1204008,16626555.004332794
1204009,23012608.088796336
12050_AM,402315528.9999127
12072_AM,722459844.4934767
12077_AM,28160044.905243453
12080_AM,1293125929.6254086
12082_AM,56507219.35361457
12084,108569781.2099789
12085,26470745.644575723
12089,79358307.0717095
12100_AM,271681724.45393395
12104,106262931.12515794
12106_AM,148638028.5841628
12117,29954784.039023235
12121_AM,343997058.32674235
12124_AM,226200284.02711618
12126,67161165.70733282
12129_AM,575905608.2677847
1213501,1407221.1082393923
1213502,9109186.146666503
1213503,12753791.189791653
1213504,31906523.233865615
12138,95455723.81987633
12140_AM,577401342.0794362
12901,12781729.910671372
13005,667596668.8893136
13011,240007707.70963994
13013_AM,349872282.14466786
13015,1209991954.2719824
13019,397788460.9406132
13020_AM,237438397.79188862
13023,88049152.2032606
13027_AM,872503040.7396238
13028_AM,334040698.5305432
13031_AM,301757878.8158496
1303401_AD,273226273.39471155
1303402,7473104.461543139
1303403,1015624.1992285929
1303404,3663244.1796492776
13038_AM,720426791.7003078
13039,438902170.06063086
13042_AM,1402804253.3718543
13044_AM,214677714.0387742
13047,227117884.5165639
13052,365204437.26746
13053_AM,495339332.95114845
13054,144167045.61442453
13056,118540139.51830627
13058,188411635.8981084
13061,101530052.57791662
13063_AM,810574478.1166198
13064_AM,1301058265.6529884
13065_AM,317847455.7113771
13068_AM,2310025876.9574594
13071,227074281.61776006
13077_AM,735064955.6147043
13078,374551617.49868006
13079,134348179.73747966
13082,242186814.49169368
13085_AM,1074044629.5087032
13087,488406430.6398185
13089_AM,1127820139.9639418
13092_AM,613367474.9542242
13093_AM,182828043.6316702
13096,282222695.3607589
13097_AM,218372500.49594527
14001_AM,357380307.4842609
14002,166697668.83262363
14005_AM,245302610.32575738
14007_AM,382493792.81069595
14008_AM,799238204.5070922
14009_AM,377531978.9269555
14010_AM,103828026.61786744
14012_AM,224583434.19246185
14013,229501320.91110644
14017,79081247.32608563
14019,220165000.59435326
1402101,65569379.14935775
1402102,146142652.8853995
1402103,197132.593558952
1402104,299278.7958584543
1402105,430544285.2118326
1402106,172040013.8929888
1402107,347595.0009583841
1402108,318818.70372607606
1402109,403216124.73061705
1402110,46184200.66316937
14022_AM,57612117.70669093
14023_AM,485310303.8418196
14027,29819403.096700247
14029_AM,873318348.6594815
14030_AM,74847852.82707913
14035,531989242.0045801
14038,351831107.36423326
14039_AM,220952945.37035555
14041_AM,114191045.72285199
14042,168846040.45234442
14043_AM,1100699717.893526
14045_AM,52504290.3528157
14046,69332734.06432168
14049,200483004.6754487
14052,65122364.118387
14053_AM,1071322849.266123
14054,330472178.5961977
14055_AM,368056644.0321167
14056,171293312.48398608
14057_AM,199236109.31050894
14058_AM,269216574.0610482
14060_AM,272114998.8217779
14066,22083560.894038938
14067_AM,105109864.7760667
14069_AM,787454633.0345389
14073_AM,1349823802.6023157
15001,83970956.14701094
15002,80128947.14894629
15004,18280887.267204296
15005,93368294.44216472
15006_AM,222923213.07328588
15008,32730520.610500008
15009,24264565.115364943
15010_AM,340344684.5937601
15011,86602630.53048901
15012_AM,188634621.94935048
15013,74925805.80409299
15014_AM,136553423.0945334
15016,51821138.85162144
15017,40742967.06084217
15019,186924174.84405473
15020_AM,258121894.3723307
15021,48055662.79905769
15022_AM,186760062.6235923
15023_AM,64040788.02846603
15024_AM,235539288.83707383
15029,141196590.90683657
1503001,948598.4190693499
1503002,1985347.0882153048
1503003,988329.3902732299
1503004,999862.2178928021
1503005,3721134.254887483
1503006,454996.740226969
1503007,4195080.681741626
1503008,4118871.7483733515
1503009,11867557.240837725
1503010,8297485.085276762
15031,62369414.52391941
15032_AM,236907567.4290286
15035_AM,57024623.78524174
1503601,572922.9113659803
1503602,1029248.061052802
1503603_AD,1465013.7385687167
1503606,2553515.857311364
1503607,6916793.992113535
1503608,69991644.51771511
15037,29419755.556884523
15041,125841793.65605186
15043,61393299.75245833
15046,101321309.20257555
15047_AM,188556709.41391104
15048,32537955.179695223
15050_AM,260306357.61819804
15051,12772950.594645582
15052_AM,246134960.34290972
15053,72842121.29324341
15054,67096931.91929481
15055_AM,123681073.74590881
15056,115195688.02835862
15057,37192062.95708943
15058,43617445.49953109
15059,157375018.76446986
15060,72099852.20374884
15061_AM,339037046.8289702
15062,99791844.82940164
15064_AM,141842723.0789027
15065,48416565.70874793
15066,131942496.23005973
15067,32551488.10843608
15068,92039219.42755894
15069,29448948.58667944
15070_AM,321632338.8439951
15071,94620677.2583093
15072,58812426.67238962
15073,68613646.85912985
15074_AM,222653832.3956442
15075,27498854.033844657
15077,203777217.87086436
1507801,29010321.2033866
1507802,27122019.689879637
1507803,23882173.125630513
1507804,20268944.886803593
1507805,11167167.78563053
1507806,109216013.3403562
15082,79339386.30001469
15087,88228394.67209378
15088_AM,308202306.95124924
15089,52809748.76222505
15092,187610791.8746234
15093,133152010.34688576
15902,151566316.63131022
16023_AM,1449623811.2606287
16027_AM,916558607.3395332
16042_AM,1528003312.9158509
16066_AM,450283347.20241594
1607801_AD,773847013.2919436
1607804,147918019.45084506
16102_AM,635239346.5751144
16106_AM,181988714.98140505
16112_AM,1471767766.215286
16113_AM,278708160.4798881
16117_AM,1494612012.322839
16124_AM,339570994.2491179
16125_AM,271125106.4966579
16133,176407453.06689894
16134,74032951.0320416
16154,224971026.53103787
16170_AM,1351616884.232292
16171_AM,415242814.17886287
16175,79999260.27192244
16190,277791058.244837
16191_AM,989562300.4271675
16203,106993196.26119964
16249_AM,489617806.9969733
16251_AM,555549601.3490008
16903_AM,897130561.770253
16905_AM,1582297143.3715603
17006_AM,388972515.4080592
17007_AM,287508684.3712017
17008,16324707.253877837
17009,86288174.43460375
17012_AM,86586151.644828
17013_AM,53017297.60574527
17015,10996892.81409518
17016_AM,105432459.2963125
17019_AM,123899983.19832724
17020_AM,56320691.68158865
17022,20750890.26157654
17023,17987903.071101706
17032_AM,91973577.71624143
17033,57341437.12990706
17034,33813932.97670878
17036_AM,252674052.2179522
17039_AM,343314336.82593703
17044,45610313.46919518
17047,42279856.65458996
17048,21544018.467850477
17049_AM,27457620.68592552
17056_AM,140984982.31035593
17062,16263866.532985093
17066,18948852.568176936
17067_AM,107915909.81721559
1707901,2847509.835122529
1707902,7423228.2269272795
1707903,4285384.660983533
1707904_AD,20500612.28423519
1707906,4011014.0049233628
17083_AM,138997360.9242969
17086_AM,151327555.78641155
17089,76544345.1644828
17092_AM,61467191.34584875
17094,12828080.53886181
17095,48420926.17686286
17103,45631872.78130045
17111_AM,419281541.72118616
17114,28971334.807109196
17117,26883256.29231177
17118,14068716.412392063
17132_AM,97738655.57505424
17137_AM,137939624.38251776
17141,18765677.59593113
17142_AM,50124358.07501193
17146_AM,32196512.959916193
17147,73279429.13434562
17152,46014997.75003609
17155,6511094.006679089
17160,16127899.759881608
17163_AM,110169487.12143956
17164_AM,152065293.10752484
17167_AM,306753511.76487684
17178_AM,83687383.02715245
17180_AM,107406649.58612844
17181,67822129.11720611
17185_AM,89077365.10372253
17186,4151745.3018147536
17193,30124500.8939382
17199,66309502.966590755
17202,38558577.30360032
17207_AM,158984727.8632698
17211_AM,85275497.65380086
17213,48187331.66260719
17221,8271684.208917305
17223_AM,210009185.20586038
17233_AM,45837108.49920999
17901_AM,195616309.7029877
17902_AM,109042854.70766945
18003,78644569.25831372
18006,63044069.338542864
18011_AM,20466873.795351904
18013_AM,509215711.677448
18014_AM,76355747.05135526
18017,83567348.66574469
18021,4384644.800283373
18022,47351050.89228535
18023,546426534.3882569
18027_AM,29947689.637354296
18029_AM,512523042.10016984
18036,2028746.0073753602
18047,6542622.917235321
18056_AM,645539366.2875253
18057,4170221.0257464824
18059,21293349.490986314
18061_AM,442952957.74854255
18062,6751048.550625234
18063_AM,241005336.391527
18066_AM,111571931.24116035
18071_AM,107748143.32053733
18079_AM,47100257.46376484
18084,11894036.479427984
1808701,8419441.368120933
1808702,5447693.6159437625
1808703,10331177.02520205
1808704_AD,33902908.4602115
1808706,3005206.923454181
1808707,18692989.748971242
1808709,8435815.475228742
18088_AM,392114834.18208826
18089,324844137.50332
18093,31077054.57417714
18094_AM,328398005.3574533
18098,474193200.45992416
18099_AM,140901844.18165356
18100,40013300.27610674
18101,4320208.115261577
18102_AM,203321036.38185248
18105,248080294.99629578
18108_AM,365359436.6546482
18116_AM,163930280.30045858
18119_AM,226940491.0092073
18122_AM,459645125.7291483
18127,4906312.6068843
18132_AM,322538479.6535384
18133_AM,135900911.5281366
18134,89043039.07452905
18135_AM,346642682.39781666
18136_AM,186311824.66997126
18138_AM,143937594.37260675
1814001,3883598.934448257
1814002,17745318.973144438
1814003,2820839.9591887733
1814004,16284644.65360045
1814005_AD,69209254.38967551
18145,6809430.536395583
18147,134396355.50235286
18149_AM,103824436.24743749
18150,89363555.24073213
18152_AM,513501232.04513913
18153,10168202.278539428
18158,93103703.55464105
18162_AM,285092404.0809216
18164_AM,1099486655.7889233
18165,6354643.74095865
18173,35100346.8245986
18175,38244220.70836462
18182_AM,276586555.24812055
18184_AM,206808031.85564825
18193,19846179.37773842
18194_AM,273709646.14048344
18903_AM,443376045.61775917
18905,39099114.62161482
